Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,16.7,17.8,87,SE,2 1,11 6,1023.5,0.0,2025-02-22
6:30 am,16.6,16.8,85,SE,6 3,7 4,1023.1,0.0,2025-02-22
6:00 am,16.7,18.0,84,CALM,0 0,0 0,1022.6,0.0,2025-02-22
5:37 am,17.1,17.4,79,SE,4 2,7 4,1022.5,0.0,2025-02-22
5:30 am,17.2,18.0,80,SE,2 1,7 4,1022.5,0.0,2025-02-22
5:00 am,17.3,16.7,78,E,9 5,15 8,1022.3,0.0,2025-02-22
4:30 am,16.8,16.1,80,E,9 5,13 7,1022.2,0.0,2025-02-22
4:00 am,16.8,15.6,78,ESE,11 6,13 7,1022.1,0.0,2025-02-22
3:30 am,17.4,16.4,78,E,11 6,15 8,1022.3,0.0,2025-02-22
3:00 am,17.4,16.9,80,E,9 5,13 7,1022.4,0.0,2025-02-22
2:30 am,17.3,17.0,83,E,9 5,13 7,1022.5,0.0,2025-02-22
2:00 am,17.2,16.6,84,ENE,11 6,19 10,1022.6,0.0,2025-02-22
1:30 am,17.2,16.2,84,NE,13 7,17 9,1022.5,0.0,2025-02-22
1:00 am,17.6,17.5,85,NE,9 5,13 7,1022.8,0.0,2025-02-22
12:30 am,17.4,16.8,89,ESE,13 7,15 8,1022.9,0.0,2025-02-22
12:00 am,16.4,16.7,91,ESE,7 4,9 5,1022.9,0.0,2025-02-22
