Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 pm,20.6,18.1,55,SSE,15 8,24 13,1019.3,0.0,2023-03-24
6:00 pm,22.1,19.7,51,SSE,15 8,24 13,1018.9,0.0,2023-03-24
5:30 pm,23.0,21.3,47,SE,11 6,19 10,1018.5,0.0,2023-03-24
5:00 pm,23.8,22.2,46,SSE,11 6,19 10,1018.3,0.0,2023-03-24
4:30 pm,23.6,21.8,48,SSW,13 7,24 13,1018.6,0.0,2023-03-24
4:00 pm,24.0,22.1,46,SSW,13 7,22 12,1019.1,0.0,2023-03-24
3:30 pm,23.5,22.4,52,SSW,11 6,28 15,1019.4,0.0,2023-03-24
3:00 pm,23.4,22.3,48,SSW,9 5,22 12,1019.9,0.0,2023-03-24
2:30 pm,22.5,21.2,52,S,11 6,19 10,1020.1,0.0,2023-03-24
2:00 pm,21.6,20.2,55,S,11 6,17 9,1020.2,0.0,2023-03-24
1:30 pm,21.5,19.6,54,SSW,13 7,24 13,1020.2,0.0,2023-03-24
1:00 pm,21.5,19.7,55,SSE,13 7,22 12,1020.0,0.0,2023-03-24
12:30 pm,21.6,19.7,54,S,13 7,20 11,1020.3,0.0,2023-03-24
12:00 pm,21.5,19.7,55,SSW,13 7,22 12,1020.3,0.0,2023-03-24
11:30 am,21.7,20.4,56,S,11 6,19 10,1020.3,0.0,2023-03-24
11:00 am,20.4,19.1,61,S,11 6,22 12,1020.4,0.0,2023-03-24
10:30 am,19.9,18.3,64,SSW,13 7,19 10,1020.1,0.0,2023-03-24
10:00 am,19.4,18.7,67,SSW,9 5,20 11,1019.8,0.0,2023-03-24
9:30 am,18.2,17.5,72,SSW,9 5,15 8,1019.5,0.0,2023-03-24
9:00 am,17.5,16.8,76,SSW,9 5,15 8,1019.3,0.0,2023-03-24
8:30 am,16.7,16.0,80,SSW,9 5,13 7,1018.9,0.0,2023-03-24
8:00 am,15.9,15.1,82,SSW,9 5,13 7,1018.2,0.0,2023-03-24
7:30 am,15.0,14.6,87,SSW,7 4,11 6,1017.7,0.0,2023-03-24
7:00 am,14.4,14.0,88,S,6 3,7 4,1017.5,0.0,2023-03-24
6:30 am,14.6,14.6,86,S,4 2,6 3,1017.6,0.0,2023-03-24
6:00 am,15.2,14.8,84,S,6 3,9 5,1017.4,0.0,2023-03-24
5:30 am,15.4,15.2,85,SSW,6 3,9 5,1017.6,0.0,2023-03-24
5:00 am,15.5,15.2,83,SSW,6 3,9 5,1017.3,0.0,2023-03-24
4:30 am,15.8,15.3,82,SSW,7 4,13 7,1017.4,0.0,2023-03-24
4:00 am,15.7,15.4,82,S,6 3,9 5,1017.4,0.0,2023-03-24
3:30 am,15.8,15.3,82,SSW,7 4,13 7,1017.5,0.0,2023-03-24
3:00 am,15.4,15.0,83,S,6 3,11 6,1017.7,0.0,2023-03-24
2:30 am,15.7,15.2,81,SSE,7 4,11 6,1017.7,0.0,2023-03-24
2:00 am,15.6,15.0,81,S,7 4,11 6,1018.1,0.0,2023-03-24
1:30 am,15.3,14.6,81,SSW,7 4,11 6,1018.4,0.0,2023-03-24
1:00 am,15.2,14.5,81,S,7 4,11 6,1018.5,0.0,2023-03-24
12:30 am,15.4,14.8,79,S,6 3,9 5,1019.1,0.0,2023-03-24
12:00 am,15.8,15.1,78,S,7 4,11 6,1018.7,0.0,2023-03-24
