Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.5,11.3,75,WSW,17 9,26 14,1022.5,2.0,2023-05-20
11:00 pm,14.6,11.4,73,SW,17 9,26 14,1022.7,2.0,2023-05-20
10:30 pm,14.2,11.7,75,SW,13 7,20 11,1022.9,2.0,2023-05-20
10:00 pm,14.3,11.8,74,SW,13 7,24 13,1022.8,2.0,2023-05-20
9:30 pm,13.2,11.5,80,WSW,9 5,17 9,1022.7,2.0,2023-05-20
9:00 pm,11.9,10.8,93,SW,7 4,15 8,1022.5,2.0,2023-05-20
8:30 pm,11.1,11.2,95,CALM,0 0,0 0,1022.4,2.0,2023-05-20
8:00 pm,10.8,10.9,95,CALM,0 0,0 0,1022.6,2.0,2023-05-20
7:30 pm,11.1,11.2,94,CALM,0 0,0 0,1022.5,2.0,2023-05-20
7:00 pm,11.3,11.5,94,CALM,0 0,0 0,1022.6,2.0,2023-05-20
6:30 pm,12.2,12.1,92,S,2 1,13 7,1022.6,2.0,2023-05-20
6:00 pm,12.0,11.5,92,SSE,4 2,7 4,1022.2,1.8,2023-05-20
