Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,17.9,19.5,82,CALM,0 0,0 0,1014.9,0.0,2024-05-12
11:00 pm,19.1,20.3,77,ESE,2 1,7 4,1015.0,0.0,2024-05-12
10:30 pm,18.1,19.6,80,CALM,0 0,0 0,1015.5,0.0,2024-05-12
10:00 pm,18.6,20.0,77,CALM,0 0,0 0,1015.8,0.0,2024-05-12
9:30 pm,19.0,20.4,75,CALM,0 0,4 2,1016.0,0.0,2024-05-12
9:00 pm,19.5,19.7,71,SSE,6 3,11 6,1016.2,0.0,2024-05-12
8:30 pm,19.7,18.3,67,SSE,13 7,26 14,1016.5,0.0,2024-05-12
8:00 pm,19.8,17.4,68,SSE,19 10,28 15,1016.8,0.0,2024-05-12
7:30 pm,19.9,17.9,69,SSE,17 9,26 14,1016.8,0.0,2024-05-12
7:00 pm,20.3,18.1,69,S,19 10,32 17,1017.1,0.0,2024-05-12
6:30 pm,21.6,19.6,68,SSW,20 11,35 19,1016.9,0.0,2024-05-12
6:00 pm,22.7,21.1,61,SW,17 9,30 16,1016.5,0.0,2024-05-12
5:30 pm,23.2,21.9,55,SW,13 7,19 10,1015.9,0.0,2024-05-12
5:00 pm,23.4,21.9,56,WSW,15 8,24 13,1015.8,0.0,2024-05-12
4:30 pm,25.6,24.5,37,WNW,6 3,11 6,1014.9,0.0,2024-05-12
