Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.8,21.5,59,SSE,7 4,13 7,1019.4,0.0,2024-03-06
11:00 pm,22.4,21.5,58,SE,11 6,17 9,1019.4,0.0,2024-03-06
10:30 pm,23.2,22.7,56,ESE,9 5,15 8,1019.4,0.0,2024-03-06
10:00 pm,22.9,21.8,50,SSE,9 5,15 8,1019.3,0.0,2024-03-06
9:30 pm,22.5,20.6,38,SSW,7 4,9 5,1018.8,0.0,2024-03-06
9:00 pm,23.2,21.1,38,SSE,9 5,15 8,1018.5,0.0,2024-03-06
8:30 pm,23.6,20.8,38,SE,13 7,24 13,1018.2,0.0,2024-03-06
8:00 pm,24.5,21.6,35,SSE,13 7,20 11,1017.7,0.0,2024-03-06
7:30 pm,25.8,22.9,33,SSE,13 7,20 11,1017.3,0.0,2024-03-06
7:00 pm,27.1,24.2,33,SSE,15 8,22 12,1016.9,0.0,2024-03-06
