Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,5.0,2.1,99,ESE,9 5,11 6,1018.0,0.2,2024-04-03
6:30 am,5.2,3.7,99,ESE,2 1,7 4,1017.6,0.2,2024-04-03
6:00 am,5.7,3.4,99,ESE,7 4,11 6,1017.4,0.2,2024-04-03
5:30 am,6.2,4.2,99,ESE,6 3,9 5,1017.4,0.2,2024-04-03
5:00 am,6.0,4.3,99,E,4 2,9 5,1017.2,0.2,2024-04-03
4:30 am,5.6,3.8,98,NE,4 2,11 6,1016.8,0.2,2024-04-03
4:00 am,5.9,4.1,95,ESE,4 2,9 5,1016.7,0.2,2024-04-03
3:30 am,6.0,2.8,95,SE,11 6,13 7,1016.8,0.2,2024-04-03
3:00 am,5.8,2.9,92,SSE,9 5,11 6,1017.1,0.2,2024-04-03
2:30 am,6.8,3.6,89,SSE,11 6,15 8,1017.5,0.2,2024-04-03
2:00 am,10.4,8.1,81,NNE,9 5,11 6,1017.5,0.2,2024-04-03
1:30 am,10.9,7.8,79,NNE,13 7,15 8,1017.7,0.2,2024-04-03
1:00 am,10.2,7.4,80,NE,11 6,13 7,1017.6,0.2,2024-04-03
12:30 am,11.0,8.6,76,N,9 5,13 7,1017.5,0.2,2024-04-03
12:00 am,11.1,9.0,75,NE,7 4,9 5,1017.2,0.2,2024-04-03
