Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,22.1,22.9,83,NE,13 7,–,1015.3,0.2,2023-03-26
6:30 pm,22.5,23.0,82,ENE,15 8,–,1015.2,0.2,2023-03-26
6:00 pm,22.5,21.9,80,ENE,20 11,–,1014.8,0.2,2023-03-26
5:30 pm,23.0,23.4,78,ENE,15 8,–,1015.1,0.2,2023-03-26
5:00 pm,23.4,23.1,73,ENE,17 9,–,1015.4,0.2,2023-03-26
4:30 pm,23.5,23.3,74,NE,17 9,–,1015.4,0.2,2023-03-26
4:00 pm,23.8,23.3,73,ENE,19 10,–,1015.3,0.2,2023-03-26
3:30 pm,24.0,22.9,72,ENE,22 12,–,1015.3,0.2,2023-03-26
3:00 pm,24.8,24.1,69,ENE,20 11,–,1015.5,0.2,2023-03-26
2:30 pm,24.7,23.3,66,ENE,22 12,–,1015.7,0.2,2023-03-26
2:00 pm,25.5,24.4,66,ENE,22 12,–,1016.2,0.2,2023-03-26
1:30 pm,25.1,23.9,63,E,20 11,–,1016.6,0.2,2023-03-26
1:00 pm,25.3,24.2,62,E,20 11,–,1016.9,0.2,2023-03-26
12:30 pm,24.9,24.3,64,E,17 9,–,1017.3,0.2,2023-03-26
12:00 pm,25.2,24.4,60,ENE,17 9,–,1017.6,0.2,2023-03-26
11:30 am,24.4,23.7,65,E,17 9,–,1017.8,0.0,2023-03-26
11:00 am,23.8,23.1,67,E,17 9,–,1018.0,0.0,2023-03-26
10:30 am,22.6,23.0,76,E,13 7,–,1018.2,0.0,2023-03-26
10:00 am,22.0,23.7,81,E,7 4,–,1018.3,0.0,2023-03-26
9:30 am,20.8,22.7,87,W,6 3,–,1018.3,0.0,2023-03-26
9:00 am,20.1,21.7,89,WNW,7 4,–,1017.9,1.8,2023-03-26
8:30 am,19.5,20.1,90,W,11 6,–,1017.9,1.8,2023-03-26
8:00 am,19.2,20.0,89,W,9 5,–,1017.5,1.8,2023-03-26
7:30 am,19.3,20.0,87,WNW,9 5,–,1017.5,1.8,2023-03-26
7:00 am,19.7,21.8,85,WNW,2 1,–,1017.6,1.8,2023-03-26
6:30 am,19.7,21.4,81,W,2 1,–,1017.2,1.8,2023-03-26
6:00 am,19.9,21.6,80,E,2 1,–,1016.8,1.8,2023-03-26
5:30 am,20.1,20.5,79,NNE,9 5,–,1016.9,1.8,2023-03-26
5:00 am,20.1,19.7,78,E,13 7,–,1016.9,1.8,2023-03-26
4:30 am,20.1,21.2,80,ENE,6 3,–,1017.0,1.8,2023-03-26
4:00 am,20.2,21.9,78,NNE,2 1,–,1017.4,1.8,2023-03-26
3:30 am,20.5,21.7,75,NE,4 2,–,1017.8,1.8,2023-03-26
3:00 am,20.7,20.9,73,E,9 5,–,1018.0,1.8,2023-03-26
2:30 am,20.8,20.6,73,E,11 6,–,1018.2,1.8,2023-03-26
2:00 am,20.6,20.6,76,E,11 6,–,1018.3,1.8,2023-03-26
1:30 am,20.7,20.3,75,ENE,13 7,–,1018.2,1.8,2023-03-26
1:00 am,20.7,19.8,74,E,15 8,–,1018.3,1.8,2023-03-26
12:30 am,20.9,19.1,71,E,19 10,–,1018.4,1.8,2023-03-26
12:00 am,20.9,18.8,70,E,20 11,–,1018.6,1.8,2023-03-26
