Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.1,13.4,86,CALM,0 0,0 0,1026.4,0.0,2025-04-29
11:00 pm,13.8,13.7,82,SSW,2 1,7 4,1026.4,0.0,2025-04-29
10:30 pm,14.7,14.2,78,SSE,4 2,9 5,1026.5,0.0,2025-04-29
10:00 pm,14.9,14.1,77,SSE,6 3,11 6,1026.5,0.0,2025-04-29
9:30 pm,15.4,14.4,75,SSE,7 4,15 8,1026.3,0.0,2025-04-29
9:00 pm,15.5,14.5,75,SSE,7 4,11 6,1026.1,0.0,2025-04-29
8:30 pm,15.8,14.8,73,SSE,7 4,13 7,1025.9,0.0,2025-04-29
8:00 pm,16.2,14.8,71,SSE,9 5,13 7,1025.8,0.0,2025-04-29
7:30 pm,16.5,15.0,68,SSE,9 5,15 8,1025.7,0.0,2025-04-29
7:00 pm,17.0,15.5,66,S,9 5,13 7,1025.4,0.0,2025-04-29
6:30 pm,17.4,16.3,64,SSE,7 4,11 6,1025.0,0.0,2025-04-29
6:00 pm,17.8,16.7,63,SSE,7 4,13 7,1024.5,0.0,2025-04-29
5:30 pm,18.3,17.7,65,SSW,6 3,11 6,1024.3,0.0,2025-04-29
5:00 pm,18.5,18.2,64,SSE,4 2,9 5,1024.1,0.0,2025-04-29
4:30 pm,19.0,17.7,61,SE,9 5,13 7,1024.0,0.0,2025-04-29
4:00 pm,19.2,18.4,62,SSE,7 4,11 6,1023.8,0.0,2025-04-29
3:30 pm,19.3,17.6,60,SE,11 6,19 10,1023.6,0.0,2025-04-29
3:00 pm,20.3,19.6,59,S,7 4,13 7,1023.2,0.0,2025-04-29
2:30 pm,18.8,17.4,65,SSW,11 6,17 9,1023.1,0.0,2025-04-29
2:00 pm,19.4,18.4,64,SSW,9 5,15 8,1023.0,0.0,2025-04-29
1:30 pm,19.0,17.8,73,SW,13 7,20 11,1023.0,0.0,2025-04-29
1:00 pm,19.8,18.1,62,WSW,13 7,20 11,1023.0,0.0,2025-04-29
12:30 pm,19.8,18.7,61,SW,9 5,13 7,1023.1,0.0,2025-04-29
12:00 pm,20.5,19.3,61,WSW,11 6,17 9,1023.5,0.0,2025-04-29
11:30 am,20.6,19.7,56,NE,7 4,15 8,1023.7,0.0,2025-04-29
11:00 am,19.6,18.8,60,SE,7 4,11 6,1024.0,0.0,2025-04-29
10:30 am,18.7,18.1,64,SSE,6 3,9 5,1024.1,0.0,2025-04-29
10:00 am,18.0,18.0,70,SW,4 2,9 5,1024.3,0.0,2025-04-29
9:30 am,17.7,17.3,71,NNW,6 3,7 4,1024.5,0.0,2025-04-29
9:00 am,16.5,17.2,75,CALM,0 0,0 0,1024.4,0.0,2025-04-29
8:30 am,14.7,14.1,83,N,6 3,7 4,1024.1,0.0,2025-04-29
8:00 am,13.0,13.6,93,CALM,0 0,0 0,1024.0,0.0,2025-04-29
7:30 am,12.5,11.7,94,NE,7 4,9 5,1023.3,0.0,2025-04-29
7:00 am,10.7,9.6,99,NE,7 4,9 5,1023.0,0.0,2025-04-29
6:30 am,10.0,10.0,99,CALM,0 0,0 0,1022.8,0.0,2025-04-29
6:00 am,9.9,9.8,98,CALM,0 0,0 0,1022.6,0.0,2025-04-29
5:30 am,10.2,10.2,98,CALM,0 0,0 0,1022.3,0.0,2025-04-29
5:00 am,10.3,10.4,98,CALM,0 0,0 0,1022.0,0.0,2025-04-29
4:30 am,10.4,10.5,98,CALM,0 0,0 0,1021.8,0.0,2025-04-29
4:00 am,10.3,10.3,97,CALM,0 0,0 0,1021.5,0.0,2025-04-29
3:30 am,10.7,10.9,98,CALM,0 0,0 0,1021.4,0.0,2025-04-29
3:00 am,10.7,10.9,98,CALM,0 0,0 0,1021.5,0.0,2025-04-29
2:30 am,10.8,10.9,96,CALM,0 0,0 0,1021.6,0.0,2025-04-29
2:00 am,11.1,11.3,96,CALM,0 0,0 0,1021.6,0.0,2025-04-29
1:30 am,11.4,11.6,95,CALM,0 0,0 0,1021.6,0.0,2025-04-29
1:00 am,11.8,12.0,92,CALM,0 0,0 0,1021.6,0.0,2025-04-29
12:30 am,12.0,12.4,94,CALM,0 0,0 0,1021.6,0.0,2025-04-29
12:00 am,12.2,12.6,93,CALM,0 0,0 0,1021.6,0.0,2025-04-29
