Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 am,16.6,18.8,100,CALM,0 0,0 0,1012.1,0.4,2024-04-07
5:30 am,16.6,18.6,97,CALM,0 0,0 0,1011.8,0.2,2024-04-07
5:12 am,16.7,18.7,95,CALM,0 0,0 0,1011.7,0.0,2024-04-07
5:00 am,16.7,18.6,94,CALM,0 0,0 0,1011.7,0.0,2024-04-07
4:30 am,16.8,18.5,91,CALM,0 0,4 2,1011.7,0.0,2024-04-07
4:00 am,16.8,18.5,90,CALM,0 0,0 0,1011.7,0.0,2024-04-07
3:30 am,16.8,17.2,90,SSE,7 4,11 6,1011.6,0.0,2024-04-07
3:00 am,16.8,17.7,90,S,4 2,9 5,1011.9,0.0,2024-04-07
2:30 am,16.9,17.4,89,S,6 3,9 5,1012.2,0.0,2024-04-07
2:00 am,17.0,17.8,87,S,4 2,9 5,1012.5,0.0,2024-04-07
2:30 am,17.0,18.5,86,CALM,0 0,6 3,–,0.0,2024-04-07
2:00 am,17.2,17.9,84,S,4 2,9 5,1012.9,0.0,2024-04-07
1:30 am,17.3,17.6,83,S,6 3,9 5,1013.0,0.0,2024-04-07
1:00 am,17.4,18.4,82,SE,2 1,9 5,1013.2,0.0,2024-04-07
12:30 am,17.5,17.5,81,SE,7 4,15 8,1013.4,0.0,2024-04-07
12:00 am,17.5,17.8,82,S,6 3,11 6,1013.8,0.0,2024-04-07
