Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,17.7,14.8,59,SW,15 8,30 16,1015.5,0.0,2024-04-07
5:00 pm,18.3,14.8,54,SW,17 9,26 14,1015.3,0.0,2024-04-07
4:30 pm,18.5,15.0,53,SW,17 9,28 15,1015.4,0.0,2024-04-07
4:00 pm,19.1,15.7,52,SW,17 9,24 13,1015.5,0.0,2024-04-07
3:30 pm,19.2,15.7,51,SW,17 9,24 13,1015.6,0.0,2024-04-07
3:00 pm,19.6,16.5,50,WSW,15 8,26 14,1016.0,0.0,2024-04-07
2:30 pm,18.8,15.3,52,WSW,17 9,30 16,1016.1,0.0,2024-04-07
2:00 pm,19.9,16.6,51,WSW,17 9,26 14,1016.1,0.0,2024-04-07
1:30 pm,20.5,17.4,47,WSW,15 8,28 15,1016.4,0.0,2024-04-07
1:00 pm,19.5,15.9,48,WSW,17 9,24 13,1016.9,0.0,2024-04-07
12:30 pm,20.1,16.7,49,SW,17 9,30 16,1017.2,0.0,2024-04-07
12:00 pm,20.0,16.6,50,WSW,17 9,26 14,1017.4,0.0,2024-04-07
11:30 am,19.8,17.1,49,W,13 7,20 11,1017.7,0.0,2024-04-07
11:00 am,19.7,17.5,46,WSW,9 5,15 8,1017.6,0.0,2024-04-07
10:30 am,18.6,16.4,49,S,9 5,15 8,1017.8,0.0,2024-04-07
10:00 am,18.6,16.6,52,SSE,9 5,17 9,1018.0,0.0,2024-04-07
9:30 am,17.6,15.2,55,S,11 6,19 10,1018.2,0.0,2024-04-07
9:00 am,17.1,15.5,64,SSW,9 5,19 10,1018.1,0.0,2024-04-07
8:30 am,16.2,14.8,71,S,9 5,15 8,1018.0,0.0,2024-04-07
8:00 am,15.2,14.2,76,S,7 4,11 6,1017.9,0.0,2024-04-07
7:30 am,14.0,14.2,80,CALM,0 0,6 3,1017.8,0.0,2024-04-07
7:00 am,12.8,12.1,84,SE,4 2,7 4,1017.7,0.0,2024-04-07
6:30 am,12.1,12.2,87,CALM,0 0,6 3,1017.7,0.0,2024-04-07
6:00 am,12.0,12.0,87,CALM,0 0,0 0,1017.7,0.0,2024-04-07
5:30 am,12.1,12.2,87,CALM,0 0,0 0,1017.6,0.0,2024-04-07
5:00 am,12.3,12.3,85,CALM,0 0,6 3,1017.6,0.0,2024-04-07
4:30 am,12.6,12.7,86,CALM,0 0,2 1,1017.5,0.0,2024-04-07
4:00 am,12.2,11.1,86,ESE,6 3,7 4,1017.4,0.0,2024-04-07
3:30 am,11.4,10.3,92,SE,6 3,7 4,1017.6,0.0,2024-04-07
3:00 am,11.1,11.2,93,CALM,0 0,6 3,1017.9,0.0,2024-04-07
2:30 am,10.9,11.0,95,CALM,0 0,0 0,1017.8,0.0,2024-04-07
2:00 am,11.0,11.2,96,CALM,0 0,0 0,1018.0,0.0,2024-04-07
2:30 am,11.6,11.8,94,CALM,0 0,0 0,1018.1,0.0,2024-04-07
2:00 am,12.1,11.7,93,SSE,4 2,7 4,1018.2,0.0,2024-04-07
1:30 am,12.5,12.0,89,SSE,4 2,7 4,1018.4,0.0,2024-04-07
1:00 am,13.0,12.0,88,SSW,7 4,11 6,1018.4,0.0,2024-04-07
12:30 am,13.4,12.5,87,SW,7 4,11 6,1018.6,0.0,2024-04-07
12:00 am,13.4,12.6,86,SSW,6 3,9 5,1018.7,0.0,2024-04-07
