Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,13.1,13.5,89,CALM,0 0,6 3,1015.7,0.0,2023-03-12
6:00 am,13.5,12.7,86,SSE,6 3,7 4,1015.5,0.0,2023-03-12
5:30 am,13.9,13.1,83,SSE,6 3,9 5,1015.1,0.0,2023-03-12
5:00 am,14.5,13.6,82,SE,7 4,13 7,1014.8,0.0,2023-03-12
4:30 am,14.1,13.4,84,SE,6 3,9 5,1014.8,0.0,2023-03-12
4:00 am,13.8,13.4,84,SE,4 2,7 4,1014.9,0.0,2023-03-12
3:30 am,13.0,12.1,86,SE,6 3,7 4,1015.0,0.0,2023-03-12
3:00 am,14.0,13.2,82,SSE,6 3,7 4,1015.3,0.0,2023-03-12
2:30 am,14.3,13.3,80,S,7 4,11 6,1015.4,0.0,2023-03-12
2:00 am,14.3,13.3,80,SSW,7 4,9 5,1015.5,0.0,2023-03-12
1:30 am,14.6,13.5,77,SSW,7 4,11 6,1015.5,0.0,2023-03-12
1:00 am,15.2,13.8,75,SSW,9 5,13 7,1015.6,0.0,2023-03-12
12:30 am,15.4,14.3,74,S,7 4,13 7,1015.5,0.0,2023-03-12
12:00 am,15.5,14.0,72,S,9 5,15 8,1015.5,0.0,2023-03-12
