Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,20.7,17.7,38,E,11 6,24 13,1021.6,0.0,2024-04-10
11:00 pm,20.9,18.3,38,E,9 5,20 11,1021.8,0.0,2024-04-10
10:30 pm,21.3,18.6,36,E,9 5,19 10,1021.8,0.0,2024-04-10
10:00 pm,21.7,19.0,35,E,9 5,22 12,1022.1,0.0,2024-04-10
9:30 pm,21.8,19.1,35,E,9 5,19 10,1021.9,0.0,2024-04-10
9:00 pm,21.2,18.9,36,ESE,7 4,15 8,1021.9,0.0,2024-04-10
8:30 pm,20.3,18.2,39,ESE,6 3,11 6,1021.7,0.0,2024-04-10
8:00 pm,20.4,19.0,38,SE,2 1,7 4,1021.3,0.0,2024-04-10
7:30 pm,20.6,19.6,37,CALM,0 0,0 0,1021.0,0.0,2024-04-10
7:00 pm,22.0,21.0,34,CALM,0 0,0 0,1020.8,0.0,2024-04-10
6:30 pm,23.8,21.6,30,E,6 3,9 5,1020.7,0.0,2024-04-10
6:00 pm,24.8,22.5,29,E,7 4,11 6,1020.5,0.0,2024-04-10
5:30 pm,25.8,23.4,27,E,7 4,11 6,1020.2,0.0,2024-04-10
5:00 pm,26.7,24.5,27,ENE,7 4,19 10,1019.9,0.0,2024-04-10
4:30 pm,27.2,24.6,26,E,9 5,17 9,1019.9,0.0,2024-04-10
4:00 pm,27.5,24.7,27,E,11 6,24 13,1019.9,0.0,2024-04-10
3:30 pm,27.9,25.7,28,ENE,9 5,20 11,1020.0,0.0,2024-04-10
3:00 pm,27.6,24.8,27,E,11 6,22 12,1020.1,0.0,2024-04-10
2:30 pm,27.3,24.4,27,ENE,11 6,20 11,1020.3,0.0,2024-04-10
2:00 pm,27.1,24.3,28,E,11 6,20 11,1020.4,0.0,2024-04-10
1:30 pm,26.3,23.1,29,ENE,13 7,26 14,1021.0,0.0,2024-04-10
1:00 pm,26.3,23.1,32,ENE,15 8,30 16,1021.3,0.0,2024-04-10
12:30 pm,25.2,21.8,33,ENE,15 8,22 12,1021.9,0.0,2024-04-10
12:00 pm,25.0,21.8,35,ENE,15 8,26 14,1022.2,0.0,2024-04-10
11:30 am,24.5,21.8,37,ENE,13 7,22 12,1022.7,0.0,2024-04-10
11:00 am,23.5,20.3,38,NE,15 8,26 14,1023.0,0.0,2024-04-10
10:30 am,23.0,20.3,41,NE,13 7,24 13,1023.2,0.0,2024-04-10
10:00 am,22.1,18.6,43,ENE,17 9,24 13,1023.3,0.0,2024-04-10
9:30 am,21.8,19.2,45,ENE,13 7,26 14,1023.3,0.0,2024-04-10
9:00 am,20.2,17.8,48,ENE,11 6,24 13,1023.4,0.0,2024-04-10
8:30 am,19.0,16.5,50,E,11 6,20 11,1023.4,0.0,2024-04-10
8:00 am,17.9,15.8,53,E,9 5,19 10,1023.2,0.0,2024-04-10
7:30 am,16.6,14.8,57,ESE,7 4,15 8,1023.0,0.0,2024-04-10
7:00 am,15.5,13.6,59,ENE,7 4,13 7,1022.7,0.0,2024-04-10
6:30 am,15.7,13.8,59,E,7 4,11 6,1022.6,0.0,2024-04-10
6:00 am,15.9,13.7,58,ENE,9 5,15 8,1022.3,0.0,2024-04-10
5:30 am,16.2,13.6,57,ENE,11 6,26 14,1022.2,0.0,2024-04-10
5:00 am,16.4,13.8,57,ENE,11 6,26 14,1022.0,0.0,2024-04-10
4:30 am,16.5,14.3,56,ENE,9 5,22 12,1021.9,0.0,2024-04-10
4:00 am,16.7,14.5,56,E,9 5,17 9,1021.8,0.0,2024-04-10
3:30 am,17.2,14.7,55,E,11 6,26 14,1021.7,0.0,2024-04-10
3:00 am,17.6,15.0,53,E,11 6,22 12,1021.7,0.0,2024-04-10
2:30 am,17.5,15.4,54,ENE,9 5,19 10,1021.8,0.0,2024-04-10
2:00 am,18.4,15.8,50,E,11 6,20 11,1022.0,0.0,2024-04-10
1:30 am,18.5,15.9,50,E,11 6,24 13,1021.9,0.0,2024-04-10
1:00 am,18.8,15.8,49,E,13 7,30 16,1021.8,0.0,2024-04-10
12:30 am,19.2,16.6,47,E,11 6,22 12,1021.9,0.0,2024-04-10
12:00 am,19.4,16.8,47,E,11 6,22 12,1022.0,0.0,2024-04-10
