Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.6,14.0,85,CALM,0 0,0 0,1024.6,0.0,2024-04-17
11:00 pm,13.9,13.1,83,SE,6 3,11 6,1025.0,0.0,2024-04-17
10:30 pm,13.9,13.4,82,ESE,4 2,7 4,1025.3,0.0,2024-04-17
10:00 pm,13.8,14.2,84,CALM,0 0,0 0,1025.4,0.0,2024-04-17
9:30 pm,13.7,13.9,82,CALM,0 0,0 0,1025.4,0.0,2024-04-17
9:00 pm,14.2,13.9,77,SE,2 1,7 4,1025.3,0.0,2024-04-17
8:30 pm,14.6,14.3,75,SE,2 1,7 4,1025.4,0.0,2024-04-17
8:00 pm,14.8,13.7,73,SSE,6 3,11 6,1025.3,0.0,2024-04-17
7:30 pm,14.7,14.3,73,SSE,2 1,7 4,1025.1,0.0,2024-04-17
7:00 pm,15.0,13.7,72,S,7 4,11 6,1025.1,0.0,2024-04-17
6:30 pm,15.1,13.5,72,SSE,9 5,15 8,1024.9,0.0,2024-04-17
