Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,21.8,19.2,60,SSW,20 11,32 17,1013.8,0.0,2024-11-15
3:30 pm,23.1,21.0,55,SSW,17 9,28 15,1013.6,0.0,2024-11-15
3:00 pm,22.4,20.0,54,SSW,17 9,28 15,1013.6,0.0,2024-11-15
2:30 pm,22.3,19.2,53,S,20 11,33 18,1013.7,0.0,2024-11-15
2:00 pm,22.3,18.7,56,SSW,24 13,37 20,1014.0,0.0,2024-11-15
1:39 pm,22.0,17.6,56,SSW,28 15,46 25,1014.0,0.0,2024-11-15
1:30 pm,22.1,18.5,56,SSW,24 13,39 21,1014.1,0.0,2024-11-15
1:00 pm,22.6,19.0,55,SSW,24 13,41 22,1014.2,0.0,2024-11-15
12:30 pm,23.2,19.6,53,SSW,24 13,37 20,1014.4,0.0,2024-11-15
12:00 pm,23.2,20.5,54,SSW,20 11,35 19,1014.7,0.0,2024-11-15
11:30 am,23.4,20.8,53,SSW,19 10,30 16,1014.6,0.0,2024-11-15
11:00 am,23.3,20.8,50,SW,17 9,30 16,1014.7,0.0,2024-11-15
10:30 am,24.0,22.3,49,SSW,13 7,22 12,1014.6,0.0,2024-11-15
10:00 am,22.8,20.8,53,S,15 8,26 14,1014.7,0.0,2024-11-15
9:30 am,21.8,20.2,57,S,13 7,24 13,1014.6,0.0,2024-11-15
9:00 am,20.5,18.7,63,SSE,15 8,24 13,1014.5,0.0,2024-11-15
8:30 am,20.4,18.9,63,S,13 7,24 13,1014.6,0.0,2024-11-15
8:00 am,19.3,17.4,67,S,15 8,26 14,1014.6,0.0,2024-11-15
7:30 am,19.0,17.5,69,SSE,13 7,20 11,1014.4,0.0,2024-11-15
7:00 am,18.7,17.3,71,S,13 7,22 12,1014.0,0.0,2024-11-15
6:30 am,17.9,16.1,74,S,15 8,22 12,1013.6,0.0,2024-11-15
6:00 am,17.8,16.8,75,SSE,11 6,19 10,1013.1,0.0,2024-11-15
5:30 am,17.4,16.4,78,SSE,11 6,19 10,1012.7,0.0,2024-11-15
5:00 am,17.6,16.4,79,S,13 7,19 10,1012.7,0.0,2024-11-15
4:30 am,17.6,17.3,81,S,9 5,15 8,1012.6,0.0,2024-11-15
4:00 am,17.7,17.5,82,S,9 5,17 9,1012.2,0.0,2024-11-15
3:30 am,17.6,17.9,82,S,6 3,9 5,1012.4,0.0,2024-11-15
3:00 am,17.9,18.2,81,S,6 3,13 7,1012.5,0.0,2024-11-15
2:30 am,18.1,17.9,81,SSW,9 5,15 8,1012.3,0.0,2024-11-15
2:00 am,18.2,18.5,81,S,7 4,15 8,1012.2,0.0,2024-11-15
1:30 am,18.4,17.9,80,S,11 6,20 11,1012.3,0.0,2024-11-15
1:00 am,18.7,18.7,80,SSE,9 5,15 8,1012.5,0.0,2024-11-15
12:30 am,18.9,19.4,81,S,7 4,13 7,1012.8,0.0,2024-11-15
12:00 am,19.1,19.9,81,S,6 3,13 7,1013.2,0.0,2024-11-15
