Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,11.7,8.1,72,N,15 8,26 14,1008.0,0.0,2023-10-22
6:30 am,12.3,8.1,65,N,17 9,24 13,1007.7,0.0,2023-10-22
6:00 am,12.4,7.7,62,N,19 10,28 15,1007.6,0.0,2023-10-22
5:30 am,12.4,8.4,61,N,15 8,24 13,1007.5,0.0,2023-10-22
5:00 am,12.4,7.7,61,NNW,19 10,35 19,1007.4,0.0,2023-10-22
4:30 am,12.5,7.7,59,N,19 10,26 14,1007.4,0.0,2023-10-22
4:00 am,12.4,7.9,58,N,17 9,28 15,1007.4,0.0,2023-10-22
3:30 am,12.4,7.9,57,N,17 9,28 15,1007.4,0.0,2023-10-22
3:00 am,12.5,7.5,55,N,19 10,30 16,1007.4,0.0,2023-10-22
2:30 am,12.6,7.4,53,NNW,20 11,32 17,1007.7,0.0,2023-10-22
2:00 am,12.8,7.7,52,N,19 10,32 17,1008.0,0.0,2023-10-22
1:30 am,13.2,8.5,51,N,17 9,28 15,1008.5,0.0,2023-10-22
1:00 am,13.5,9.7,52,NNW,13 7,22 12,1008.8,0.0,2023-10-22
12:30 am,14.0,9.1,51,N,19 10,28 15,1008.6,0.0,2023-10-22
12:00 am,14.5,10.2,46,NNW,15 8,26 14,1008.7,0.0,2023-10-22
