Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.5,8.0,68,NW,26 14,41 22,1010.8,6.0,2023-06-07
11:00 pm,13.7,10.2,65,NW,15 8,26 14,1010.8,6.0,2023-06-07
10:30 pm,13.6,9.3,64,NW,19 10,35 19,1010.9,6.0,2023-06-07
10:00 pm,14.0,9.1,62,WNW,22 12,46 25,1010.7,6.0,2023-06-07
9:30 pm,14.6,9.1,62,WNW,26 14,50 27,1010.8,6.0,2023-06-07
9:03 pm,14.8,9.1,65,WNW,28 15,46 25,1010.0,6.0,2023-06-07
9:00 pm,14.9,9.6,65,WNW,26 14,46 25,1010.0,6.0,2023-06-07
8:42 pm,15.2,9.3,61,WNW,28 15,50 27,1009.8,6.0,2023-06-07
8:30 pm,15.2,10.4,60,WNW,22 12,35 19,1010.0,6.0,2023-06-07
8:00 pm,15.4,11.3,61,WNW,19 10,30 16,1009.7,6.0,2023-06-07
7:30 pm,15.4,11.9,65,W,17 9,32 17,1009.5,6.0,2023-06-07
7:00 pm,15.6,12.7,68,W,15 8,30 16,1009.0,6.0,2023-06-07
6:30 pm,16.3,13.6,74,WSW,17 9,30 16,1008.6,6.0,2023-06-07
6:00 pm,16.8,14.4,71,WSW,15 8,30 16,1007.8,6.0,2023-06-07
5:30 pm,16.9,14.9,71,WNW,13 7,22 12,1007.1,6.0,2023-06-07
5:00 pm,15.7,15.4,86,NNE,7 4,15 8,1006.6,6.0,2023-06-07
4:46 pm,16.7,14.8,86,NNW,17 9,30 16,1006.3,6.0,2023-06-07
4:30 pm,16.6,14.0,83,WNW,20 11,32 17,1005.8,4.2,2023-06-07
4:26 pm,16.3,13.1,82,W,22 12,43 23,1006.1,3.0,2023-06-07
4:00 pm,21.1,19.4,62,NNW,15 8,26 14,1005.3,0.0,2023-06-07
3:30 pm,21.4,19.5,64,NNW,17 9,28 15,1005.9,0.0,2023-06-07
3:00 pm,21.5,19.4,65,NNW,19 10,30 16,1006.0,0.0,2023-06-07
2:30 pm,20.6,18.6,70,NNW,19 10,30 16,1006.2,0.0,2023-06-07
2:00 pm,20.4,18.3,72,NNW,20 11,30 16,1006.4,0.0,2023-06-07
1:30 pm,20.4,17.9,72,NNW,22 12,35 19,1006.6,0.0,2023-06-07
1:00 pm,20.6,19.1,71,NNW,17 9,30 16,1006.8,0.0,2023-06-07
12:30 pm,21.1,18.3,70,NNW,24 13,37 20,1007.2,0.0,2023-06-07
12:00 pm,20.6,19.3,74,NNW,17 9,24 13,1007.5,0.0,2023-06-07
11:30 am,20.3,19.3,75,NNW,15 8,24 13,1008.0,0.0,2023-06-07
11:00 am,20.1,20.3,76,NNW,9 5,15 8,1008.6,0.0,2023-06-07
10:30 am,19.8,18.8,72,N,13 7,24 13,1008.7,0.0,2023-06-07
10:00 am,19.8,17.6,71,N,19 10,30 16,1008.5,0.0,2023-06-07
9:30 am,19.5,17.2,71,NNE,19 10,33 18,1008.5,0.0,2023-06-07
9:00 am,19.0,16.7,73,NNE,19 10,30 16,1008.6,17.4,2023-06-07
8:30 am,18.6,16.4,76,NNE,19 10,32 17,1008.7,17.4,2023-06-07
8:00 am,18.5,16.4,78,NNE,19 10,33 18,1008.7,17.4,2023-06-07
7:30 am,16.8,15.7,85,NE,13 7,26 14,1008.7,17.4,2023-06-07
7:00 am,16.8,15.6,84,NE,13 7,20 11,1008.8,17.4,2023-06-07
6:30 am,16.7,14.4,84,NNE,19 10,30 16,1009.4,17.4,2023-06-07
6:00 am,16.4,14.0,85,NNE,19 10,30 16,1009.6,17.4,2023-06-07
