Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.9,9.7,96,N,7 4,9 5,1027.7,1.6,2025-08-31
11:29 pm,11.0,9.8,96,NNE,7 4,9 5,1027.7,1.6,2025-08-31
11:18 pm,10.9,9.7,96,N,7 4,9 5,1027.7,1.6,2025-08-31
11:00 pm,10.9,10.7,97,N,2 1,7 4,1028.0,1.6,2025-08-31
10:55 pm,10.9,10.7,97,NNE,2 1,6 3,1028.0,1.6,2025-08-31
10:38 pm,10.9,9.9,96,NNE,6 3,7 4,1028.2,1.6,2025-08-31
10:30 pm,10.9,9.9,97,N,6 3,7 4,1028.3,1.6,2025-08-31
10:00 pm,10.8,10.9,97,CALM,0 0,0 0,1028.5,1.6,2025-08-31
9:30 pm,10.8,9.8,97,NNE,6 3,7 4,1028.6,1.6,2025-08-31
9:00 pm,10.5,10.6,97,CALM,0 0,0 0,1028.8,1.4,2025-08-31
8:58 pm,10.5,10.6,97,CALM,0 0,0 0,1028.8,1.4,2025-08-31
8:30 pm,10.3,10.3,97,CALM,0 0,0 0,1028.8,1.4,2025-08-31
8:00 pm,10.3,10.3,97,CALM,0 0,6 3,1028.8,1.4,2025-08-31
7:47 pm,10.5,9.8,97,NW,4 2,6 3,1028.7,1.4,2025-08-31
7:30 pm,10.9,9.9,97,WNW,6 3,9 5,1028.6,1.4,2025-08-31
7:12 pm,11.0,9.9,97,WNW,7 4,9 5,1028.7,1.4,2025-08-31
7:00 pm,11.1,10.2,98,WSW,6 3,11 6,1028.6,1.4,2025-08-31
6:30 pm,11.2,9.7,97,WNW,9 5,13 7,1028.4,0.6,2025-08-31
6:00 pm,11.4,10.0,96,W,9 5,17 9,1028.2,0.2,2025-08-31
5:30 pm,11.4,10.0,96,NW,9 5,15 8,1028.1,0.2,2025-08-31
5:01 pm,11.8,9.1,91,WNW,15 8,20 11,1027.9,0.0,2025-08-31
5:00 pm,11.8,9.1,90,WNW,15 8,20 11,1027.8,0.0,2025-08-31
4:30 pm,12.2,9.8,86,WNW,13 7,20 11,1027.7,0.0,2025-08-31
