Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,12.9,9.5,46,N,9 5,11 6,1019.7,0.0,2023-09-24
5:00 am,14.6,11.7,40,NNW,6 3,7 4,1019.5,0.0,2023-09-24
4:30 am,17.7,13.6,30,ENE,11 6,19 10,1019.3,0.0,2023-09-24
4:00 am,17.2,13.1,31,ENE,11 6,19 10,1019.3,0.0,2023-09-24
3:30 am,17.4,13.3,31,ENE,11 6,17 9,1019.5,0.0,2023-09-24
3:00 am,16.4,12.4,34,NE,11 6,17 9,1019.7,0.0,2023-09-24
2:30 am,16.3,12.3,35,NE,11 6,15 8,1019.9,0.0,2023-09-24
2:00 am,16.3,12.3,35,NE,11 6,15 8,1020.2,0.0,2023-09-24
1:30 am,15.4,12.0,40,NE,9 5,13 7,1020.7,0.0,2023-09-24
1:00 am,17.9,13.8,30,ENE,11 6,15 8,1021.0,0.0,2023-09-24
12:30 am,18.0,14.0,31,ENE,11 6,17 9,1021.4,0.0,2023-09-24
12:00 am,17.4,13.9,33,ENE,9 5,13 7,1021.7,0.0,2023-09-24
