Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,14.4,13.6,81,SSW,6 3,9 5,1017.5,0.0,2025-01-01
6:00 am,14.9,13.7,81,SSW,9 5,11 6,1017.2,0.0,2025-01-01
5:30 am,14.8,13.6,81,SSW,9 5,11 6,1016.9,0.0,2025-01-01
5:00 am,15.1,14.3,80,S,7 4,11 6,1016.6,0.0,2025-01-01
4:30 am,15.7,14.9,77,SSE,7 4,11 6,1016.4,0.0,2025-01-01
4:00 am,15.2,14.3,78,SSE,7 4,9 5,1016.2,0.0,2025-01-01
3:30 am,15.4,15.1,78,S,4 2,9 5,1015.9,0.0,2025-01-01
3:00 am,16.1,15.6,77,S,6 3,9 5,1015.8,0.0,2025-01-01
2:30 am,16.6,16.0,75,S,7 4,11 6,1016.1,0.0,2025-01-01
2:00 am,16.9,15.9,74,S,9 5,17 9,1016.2,0.0,2025-01-01
1:30 am,17.2,16.6,73,SSE,7 4,11 6,1016.5,0.0,2025-01-01
1:00 am,17.6,16.2,71,SE,11 6,17 9,1016.7,0.0,2025-01-01
12:30 am,17.5,16.2,73,SSE,11 6,17 9,1016.7,0.0,2025-01-01
12:00 am,17.7,16.5,73,SE,11 6,22 12,1016.7,0.0,2025-01-01
