Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,18.5,15.4,54,SW,15 8,24 13,1020.2,0.0,2025-09-30
3:30 pm,19.8,17.1,50,WSW,13 7,22 12,1020.3,0.0,2025-09-30
3:00 pm,19.2,16.0,50,WSW,15 8,24 13,1020.2,0.0,2025-09-30
2:30 pm,18.9,15.2,49,WSW,17 9,24 13,1020.3,0.0,2025-09-30
2:00 pm,19.8,16.6,48,WSW,15 8,24 13,1020.3,0.0,2025-09-30
1:30 pm,19.3,15.8,46,SW,15 8,24 13,1020.2,0.0,2025-09-30
1:00 pm,20.2,17.8,47,SW,11 6,20 11,1020.5,0.0,2025-09-30
12:30 pm,20.0,16.9,43,SW,13 7,19 10,1020.9,0.0,2025-09-30
12:00 pm,19.7,16.9,49,S,13 7,20 11,1021.3,0.0,2025-09-30
11:30 am,19.5,16.5,46,S,13 7,26 14,1021.8,0.0,2025-09-30
11:00 am,19.0,16.0,48,SW,13 7,24 13,1021.9,0.0,2025-09-30
10:30 am,18.4,15.4,49,SW,13 7,24 13,1022.0,0.0,2025-09-30
10:00 am,17.5,14.8,51,SSW,11 6,20 11,1022.1,0.0,2025-09-30
9:30 am,17.7,15.9,59,SE,9 5,15 8,1022.2,0.0,2025-09-30
9:00 am,16.4,14.9,59,ENE,6 3,11 6,1022.2,0.2,2025-09-30
8:30 am,15.9,14.8,67,NE,6 3,9 5,1022.1,0.2,2025-09-30
8:00 am,14.0,12.6,74,NE,7 4,11 6,1022.0,0.2,2025-09-30
7:30 am,12.2,11.1,86,SSE,6 3,7 4,1021.9,0.2,2025-09-30
7:00 am,10.0,8.8,96,SSE,6 3,7 4,1021.9,0.2,2025-09-30
6:30 am,8.8,8.5,98,CALM,0 0,0 0,1021.7,0.2,2025-09-30
6:00 am,9.0,8.7,98,CALM,0 0,0 0,1021.4,0.2,2025-09-30
5:30 am,9.2,8.9,97,CALM,0 0,0 0,1021.1,0.2,2025-09-30
5:00 am,9.4,9.1,96,CALM,0 0,0 0,1021.0,0.2,2025-09-30
4:30 am,10.3,9.2,97,SSE,6 3,9 5,1020.8,0.2,2025-09-30
4:00 am,10.2,9.3,95,SSE,4 2,7 4,1020.6,0.2,2025-09-30
3:30 am,10.9,10.1,93,SSE,4 2,7 4,1020.3,0.2,2025-09-30
3:00 am,11.6,10.4,92,SSE,7 4,9 5,1020.2,0.2,2025-09-30
2:30 am,11.5,10.3,92,SSE,7 4,11 6,1020.2,0.2,2025-09-30
2:00 am,11.8,10.7,89,S,6 3,9 5,1020.5,0.2,2025-09-30
1:30 am,12.1,11.1,88,S,6 3,7 4,1020.6,0.2,2025-09-30
1:00 am,12.4,11.4,87,SSE,6 3,13 7,1020.8,0.2,2025-09-30
12:30 am,12.4,11.2,87,S,7 4,11 6,1021.0,0.2,2025-09-30
12:00 am,12.4,11.3,86,SSE,6 3,7 4,1021.2,0.2,2025-09-30
