Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,13.5,11.0,71,WSW,11 6,15 8,1012.8,0.0,2025-05-24
11:00 pm,14.0,11.1,68,W,13 7,24 13,1013.0,0.0,2025-05-24
10:30 pm,13.9,11.0,68,WSW,13 7,20 11,1013.1,0.0,2025-05-24
10:00 pm,14.3,11.1,67,W,15 8,24 13,1013.4,0.0,2025-05-24
9:30 pm,14.3,11.6,70,WSW,13 7,26 14,1013.4,0.0,2025-05-24
9:00 pm,14.3,11.6,71,WSW,13 7,24 13,1013.2,0.0,2025-05-24
8:30 pm,14.7,12.1,70,WSW,13 7,22 12,1013.0,0.0,2025-05-24
8:00 pm,15.1,12.9,69,WSW,11 6,20 11,1012.8,0.0,2025-05-24
7:30 pm,15.2,12.7,69,WSW,13 7,22 12,1012.2,0.0,2025-05-24
7:00 pm,15.8,12.6,69,WSW,17 9,30 16,1011.8,0.0,2025-05-24
6:30 pm,16.4,13.8,69,W,15 8,26 14,1011.4,0.0,2025-05-24
6:00 pm,16.9,14.5,64,W,13 7,20 11,1010.8,0.0,2025-05-24
