Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,16.3,13.1,60,SE,15 8,19 10,1011.1,0.0,2024-11-05
6:30 pm,16.6,12.0,57,SE,22 12,28 15,1010.9,0.0,2024-11-05
6:00 pm,16.8,13.4,60,SSE,17 9,26 14,1010.8,0.0,2024-11-05
5:30 pm,17.8,14.4,57,SE,17 9,24 13,1010.8,0.0,2024-11-05
5:00 pm,18.2,14.2,52,SE,19 10,26 14,1011.0,0.0,2024-11-05
4:30 pm,19.1,14.7,44,SE,19 10,28 15,1010.9,0.0,2024-11-05
4:00 pm,19.0,14.5,45,SE,20 11,28 15,1011.0,0.0,2024-11-05
3:30 pm,19.6,14.5,41,SE,22 12,28 15,1011.3,0.0,2024-11-05
3:00 pm,20.1,15.7,37,SE,17 9,20 11,1011.7,0.0,2024-11-05
2:30 pm,19.8,15.8,38,SE,15 8,22 12,1012.0,0.0,2024-11-05
2:00 pm,19.5,15.2,39,SE,17 9,22 12,1012.1,0.0,2024-11-05
1:30 pm,19.0,14.8,41,ESE,17 9,28 15,1012.4,0.0,2024-11-05
1:00 pm,20.8,15.9,36,NNE,20 11,30 16,1012.7,0.0,2024-11-05
12:30 pm,19.8,14.9,38,NE,20 11,30 16,1012.8,0.0,2024-11-05
12:00 pm,19.3,14.6,39,NNE,19 10,32 17,1013.1,0.0,2024-11-05
11:30 am,18.7,14.3,40,N,17 9,28 15,1013.3,0.0,2024-11-05
11:00 am,17.9,13.1,41,N,19 10,26 14,1013.6,0.0,2024-11-05
10:30 am,17.5,13.1,43,N,17 9,30 16,1014.0,0.0,2024-11-05
10:00 am,16.4,12.6,44,N,13 7,24 13,1014.3,0.0,2024-11-05
9:30 am,15.9,12.9,45,NNW,9 5,20 11,1014.6,0.0,2024-11-05
9:00 am,14.7,10.2,50,N,17 9,24 13,1014.9,0.0,2024-11-05
8:30 am,13.6,9.0,52,NW,17 9,24 13,1014.9,0.0,2024-11-05
8:00 am,12.5,8.7,55,NNW,13 7,20 11,1014.6,0.0,2024-11-05
7:30 am,11.7,9.1,59,NW,7 4,15 8,1014.6,0.0,2024-11-05
7:00 am,10.7,8.2,63,WNW,6 3,11 6,1014.4,0.0,2024-11-05
6:30 am,9.6,6.9,66,N,7 4,11 6,1013.9,0.0,2024-11-05
6:00 am,8.4,5.2,69,WNW,9 5,15 8,1013.9,0.0,2024-11-05
5:30 am,9.4,5.1,66,NW,15 8,22 12,1013.7,0.0,2024-11-05
5:00 am,9.5,4.5,66,NW,19 10,28 15,1013.3,0.0,2024-11-05
4:30 am,9.4,6.2,65,WNW,9 5,15 8,1013.2,0.0,2024-11-05
4:00 am,10.6,7.4,60,SSE,9 5,13 7,1013.3,0.0,2024-11-05
3:30 am,10.8,7.2,59,NNW,11 6,20 11,1013.5,0.0,2024-11-05
3:00 am,11.4,5.3,56,W,24 13,44 24,1013.4,0.0,2024-11-05
2:50 am,11.5,4.7,56,WNW,28 15,46 25,1013.3,0.0,2024-11-05
2:30 am,11.4,5.0,57,WNW,26 14,37 20,1013.3,0.0,2024-11-05
2:00 am,11.4,5.8,58,WNW,22 12,35 19,1013.4,0.0,2024-11-05
1:30 am,11.6,6.9,57,NW,17 9,22 12,1013.8,0.0,2024-11-05
1:00 am,12.0,7.3,55,NW,17 9,28 15,1014.0,0.0,2024-11-05
12:30 am,12.2,7.9,55,NNW,15 8,22 12,1014.4,0.0,2024-11-05
12:00 am,12.6,8.4,54,N,15 8,20 11,1014.3,0.0,2024-11-05
