Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,10.6,9.2,70,ENE,2 1,7 4,1017.7,0.0,2023-11-06
6:00 am,11.3,10.1,63,CALM,0 0,0 0,1017.5,0.0,2023-11-06
5:30 am,11.5,9.7,66,NE,4 2,9 5,1017.2,0.0,2023-11-06
5:00 am,10.9,9.9,69,CALM,0 0,0 0,1017.3,0.0,2023-11-06
4:30 am,11.2,10.1,65,CALM,0 0,0 0,1017.2,0.0,2023-11-06
4:00 am,12.0,10.9,62,CALM,0 0,0 0,1017.1,0.0,2023-11-06
3:30 am,12.6,10.3,58,NE,6 3,9 5,1017.2,0.0,2023-11-06
3:00 am,12.6,10.9,63,ENE,4 2,9 5,1017.5,0.0,2023-11-06
2:30 am,14.2,12.1,57,NE,6 3,9 5,1017.7,0.0,2023-11-06
2:00 am,14.6,12.4,57,NE,7 4,11 6,1018.1,0.0,2023-11-06
1:30 am,13.4,12.5,61,CALM,0 0,6 3,1018.5,0.0,2023-11-06
1:00 am,14.2,13.4,60,CALM,0 0,0 0,1018.8,0.0,2023-11-06
12:30 am,15.1,14.6,62,CALM,0 0,0 0,1019.1,0.0,2023-11-06
12:00 am,14.0,13.4,64,CALM,0 0,0 0,1019.2,0.0,2023-11-06
