Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,12.5,13.1,97,CALM,0 0,0 0,1022.5,4.2,2025-08-12
5:00 am,12.5,11.8,97,NW,7 4,9 5,1022.2,4.2,2025-08-12
4:41 am,12.5,12.4,97,SW,4 2,9 5,1022.1,4.0,2025-08-12
4:30 am,12.5,12.0,97,NW,6 3,9 5,1022.0,4.0,2025-08-12
4:03 am,12.6,12.1,97,NW,6 3,9 5,1021.8,3.8,2025-08-12
4:00 am,12.7,12.1,97,NW,7 4,9 5,1021.8,3.8,2025-08-12
3:30 am,12.8,12.2,97,NW,7 4,11 6,1021.8,3.4,2025-08-12
3:18 am,12.9,12.3,97,NW,7 4,9 5,1021.8,3.4,2025-08-12
3:00 am,12.8,12.7,96,N,4 2,7 4,1021.7,3.4,2025-08-12
2:30 am,12.8,12.3,96,N,6 3,7 4,1021.5,3.4,2025-08-12
2:00 am,12.8,13.5,96,CALM,0 0,0 0,1021.4,3.4,2025-08-12
1:30 am,13.0,13.7,95,CALM,0 0,0 0,1021.7,3.2,2025-08-12
1:00 am,13.1,12.6,94,S,6 3,9 5,1021.5,3.0,2025-08-12
12:30 am,13.3,13.3,94,SSW,4 2,7 4,1021.7,2.8,2025-08-12
12:00 am,13.3,12.9,94,SSW,6 3,9 5,1021.8,2.6,2025-08-12
