Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.2,8.5,95,SSW,2 1,6 3,1016.1,14.6,2025-08-03
11:00 pm,10.3,8.2,88,SSW,9 5,19 10,1015.8,14.6,2025-08-03
10:30 pm,10.1,8.1,83,SSE,7 4,13 7,1015.6,14.0,2025-08-03
10:00 pm,10.3,7.9,81,SSW,9 5,19 10,1015.2,14.0,2025-08-03
9:30 pm,10.8,7.5,73,SSE,13 7,28 15,1014.9,13.8,2025-08-03
9:00 pm,11.7,7.7,63,SW,15 8,28 15,1014.5,13.8,2025-08-03
8:30 pm,11.7,7.1,66,SW,19 10,33 18,1014.3,13.8,2025-08-03
8:00 pm,11.3,7.9,69,SW,13 7,22 12,1013.7,13.6,2025-08-03
7:30 pm,10.6,5.7,78,SSW,22 12,43 23,1013.6,13.6,2025-08-03
7:00 pm,11.5,8.3,73,SSW,13 7,24 13,1012.7,13.0,2025-08-03
6:30 pm,11.4,5.8,58,SW,22 12,43 23,1012.1,13.0,2025-08-03
6:00 pm,12.3,6.0,63,SW,28 15,46 25,1012.0,12.8,2025-08-03
5:59 pm,12.6,6.2,60,SW,28 15,46 25,1011.9,12.8,2025-08-03
5:30 pm,12.7,7.3,57,SW,22 12,35 19,1011.0,12.8,2025-08-03
5:00 pm,12.3,7.2,66,SW,22 12,35 19,1010.6,12.8,2025-08-03
4:30 pm,11.5,4.8,67,SW,30 16,57 31,1010.5,12.6,2025-08-03
4:28 pm,11.9,5.7,67,SW,28 15,56 30,1010.5,12.4,2025-08-03
4:00 pm,12.4,8.1,69,SW,19 10,33 18,1009.5,12.4,2025-08-03
3:30 pm,11.3,5.3,75,WSW,28 15,59 32,1009.6,11.6,2025-08-03
3:00 pm,13.0,7.6,64,WSW,24 13,48 26,1008.3,10.4,2025-08-03
2:30 pm,11.4,5.4,66,SW,26 14,54 29,1008.2,10.2,2025-08-03
2:00 pm,13.3,7.6,56,WSW,24 13,43 23,1007.8,10.0,2025-08-03
1:30 pm,12.4,9.1,75,WSW,15 8,28 15,1007.6,9.8,2025-08-03
1:00 pm,11.1,4.2,77,SW,33 18,61 33,1008.2,9.8,2025-08-03
12:31 pm,11.2,5.0,71,WSW,28 15,50 27,1007.8,9.6,2025-08-03
12:30 pm,11.3,5.7,75,WSW,26 14,50 27,1007.8,9.4,2025-08-03
12:00 pm,12.7,7.2,71,SW,26 14,46 25,1007.5,9.2,2025-08-03
11:38 am,11.7,6.1,83,SW,28 15,63 34,1007.6,9.2,2025-08-03
11:30 am,13.2,9.1,74,SW,20 11,37 20,1007.3,9.0,2025-08-03
11:18 am,11.3,5.2,74,SW,28 15,46 25,1007.3,9.0,2025-08-03
11:00 am,12.5,8.6,77,WSW,19 10,28 15,1007.1,8.8,2025-08-03
10:36 am,10.9,5.1,83,WSW,28 15,61 33,1007.2,8.6,2025-08-03
10:30 am,10.7,5.8,85,WSW,24 13,61 33,1007.6,8.6,2025-08-03
10:20 am,11.4,7.5,87,SW,20 11,37 20,1007.1,7.6,2025-08-03
10:10 am,10.9,6.9,89,SW,20 11,33 18,1007.2,7.6,2025-08-03
10:00 am,11.4,7.4,85,SW,20 11,43 23,1006.6,4.8,2025-08-03
9:53 am,11.1,5.9,87,WSW,26 14,54 29,1006.8,4.8,2025-08-03
9:44 am,10.7,5.8,87,WSW,24 13,61 33,1007.0,4.8,2025-08-03
9:37 am,12.9,9.0,76,WSW,19 10,32 17,1006.0,1.2,2025-08-03
