Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.0,8.2,88,S,7 4,13 7,1031.4,0.2,2025-08-30
11:00 pm,9.8,9.4,90,CALM,0 0,6 3,1031.6,0.2,2025-08-30
10:30 pm,10.1,8.5,91,WSW,7 4,13 7,1031.8,0.0,2025-08-30
10:00 pm,10.2,8.2,90,SW,9 5,13 7,1031.9,0.0,2025-08-30
9:30 pm,10.2,9.4,86,SW,2 1,7 4,1031.8,0.0,2025-08-30
9:00 pm,10.2,9.7,86,CALM,0 0,0 0,1031.7,0.0,2025-08-30
8:30 pm,10.3,9.8,85,CALM,0 0,0 0,1031.8,0.0,2025-08-30
8:00 pm,10.2,9.7,85,CALM,0 0,0 0,1031.8,0.0,2025-08-30
7:30 pm,10.1,9.5,83,CALM,0 0,0 0,1031.7,0.0,2025-08-30
7:00 pm,10.2,9.6,83,CALM,0 0,0 0,1031.6,0.0,2025-08-30
6:30 pm,10.7,9.0,80,SW,6 3,9 5,1031.4,0.0,2025-08-30
6:00 pm,11.2,9.3,78,SW,7 4,11 6,1031.2,0.0,2025-08-30
