Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,13.8,9.2,62,ESE,20 11,35 19,1022.5,0.0,2025-01-07
6:00 am,13.5,8.9,63,ESE,20 11,30 16,1022.5,0.0,2025-01-07
5:30 am,13.5,9.5,64,ESE,17 9,30 16,1022.3,0.0,2025-01-07
5:00 am,13.7,9.2,63,ESE,20 11,35 19,1022.0,0.0,2025-01-07
4:30 am,13.9,9.5,64,ESE,20 11,39 21,1021.7,0.0,2025-01-07
4:00 am,14.1,9.7,64,SE,20 11,33 18,1021.7,0.0,2025-01-07
3:30 am,14.5,11.1,63,ESE,15 8,26 14,1021.8,0.0,2025-01-07
3:00 am,14.8,11.5,64,SE,15 8,26 14,1022.1,0.0,2025-01-07
2:30 am,15.2,11.9,63,SE,15 8,28 15,1022.1,0.0,2025-01-07
2:00 am,15.2,12.3,69,SSE,15 8,24 13,1022.3,0.0,2025-01-07
1:30 am,15.4,13.0,71,SSE,13 7,24 13,1022.5,0.0,2025-01-07
1:00 am,15.2,13.7,73,S,9 5,15 8,1022.9,0.0,2025-01-07
12:30 am,15.3,13.7,72,SSE,9 5,17 9,1023.0,0.0,2025-01-07
12:00 am,15.4,13.9,72,S,9 5,17 9,1023.0,0.0,2025-01-07
