Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,11.1,9.5,94,ESE,9 5,11 6,1013.9,0.0,2025-02-19
6:30 am,12.0,10.7,94,ESE,9 5,11 6,1013.5,0.0,2025-02-19
6:00 am,11.5,9.7,96,SE,11 6,13 7,1013.5,0.0,2025-02-19
5:30 am,11.1,9.3,99,ESE,11 6,15 8,1013.3,0.0,2025-02-19
5:00 am,10.6,8.6,96,SE,11 6,13 7,1013.1,0.0,2025-02-19
4:30 am,12.1,10.8,95,SE,9 5,13 7,1013.2,0.0,2025-02-19
4:00 am,12.0,10.8,98,ESE,9 5,11 6,1013.5,0.0,2025-02-19
3:39 am,11.1,9.3,99,ESE,11 6,11 6,1013.6,0.0,2025-02-19
3:30 am,10.6,8.7,99,SE,11 6,11 6,1013.6,0.0,2025-02-19
3:04 am,10.6,8.9,96,SE,9 5,9 5,1013.6,0.0,2025-02-19
3:00 am,10.6,8.9,95,SE,9 5,9 5,1013.6,0.0,2025-02-19
2:30 am,10.6,10.5,93,CALM,0 0,0 0,1013.7,0.0,2025-02-19
2:00 am,11.8,11.7,86,CALM,0 0,0 0,1013.8,0.0,2025-02-19
1:54 am,12.0,12.0,87,CALM,0 0,0 0,1013.8,0.0,2025-02-19
1:30 am,11.7,11.7,88,CALM,0 0,6 3,1014.0,0.0,2025-02-19
1:00 am,11.9,10.1,84,SSE,9 5,15 8,1014.1,0.0,2025-02-19
12:30 am,12.6,10.5,82,SSE,11 6,15 8,1014.0,0.0,2025-02-19
12:00 am,13.8,12.2,79,SSE,9 5,13 7,1013.8,0.0,2025-02-19
