Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.5,8.4,76,NNW,7 4,9 5,1013.3,0.0,2024-08-23
11:00 pm,10.5,8.4,76,NW,7 4,11 6,1013.4,0.0,2024-08-23
10:30 pm,10.4,8.4,76,NW,6 3,9 5,1013.6,0.0,2024-08-23
10:00 pm,10.5,8.6,76,NE,6 3,7 4,1014.1,0.0,2024-08-23
9:30 pm,10.6,8.4,74,WNW,7 4,11 6,1014.2,0.0,2024-08-23
9:00 pm,10.6,9.3,73,NW,2 1,9 5,1014.1,0.0,2024-08-23
8:30 pm,10.8,8.2,72,WSW,9 5,11 6,1014.2,0.0,2024-08-23
8:00 pm,11.4,9.1,69,NNW,7 4,9 5,1014.2,0.0,2024-08-23
7:30 pm,11.6,9.5,67,NNW,6 3,7 4,1014.1,0.0,2024-08-23
7:00 pm,12.2,9.9,64,NW,7 4,11 6,1014.1,0.0,2024-08-23
6:30 pm,13.0,10.6,59,NW,7 4,11 6,1013.9,0.0,2024-08-23
6:00 pm,13.3,11.1,58,WNW,6 3,11 6,1013.9,0.0,2024-08-23
5:30 pm,13.9,10.7,55,NW,11 6,20 11,1013.6,0.0,2024-08-23
5:00 pm,14.4,9.6,51,NW,19 10,35 19,1013.5,0.0,2024-08-23
4:30 pm,14.5,8.8,52,NW,24 13,43 23,1013.3,0.0,2024-08-23
4:00 pm,15.0,10.8,54,NNW,17 9,26 14,1013.1,0.0,2024-08-23
3:30 pm,15.1,10.6,54,N,19 10,24 13,1012.9,0.0,2024-08-23
3:00 pm,16.2,10.8,52,NW,24 13,39 21,1012.8,0.0,2024-08-23
2:30 pm,15.4,9.8,51,NW,24 13,39 21,1012.6,0.0,2024-08-23
2:00 pm,16.3,12.1,50,WNW,17 9,30 16,1012.8,0.0,2024-08-23
1:30 pm,16.8,11.3,49,NNW,24 13,33 18,1012.4,0.0,2024-08-23
1:00 pm,16.0,9.9,53,NNW,28 15,41 22,1012.4,0.0,2024-08-23
12:30 pm,16.6,11.5,50,NNW,22 12,37 20,1012.1,0.0,2024-08-23
12:00 pm,16.6,11.1,49,NW,24 13,41 22,1012.2,0.0,2024-08-23
11:45 am,16.1,9.6,46,NW,28 15,48 26,1012.2,0.0,2024-08-23
11:30 am,16.2,10.0,51,NNW,28 15,43 23,1012.2,0.0,2024-08-23
11:00 am,15.9,9.2,51,NNW,30 16,44 24,1011.8,0.0,2024-08-23
10:30 am,16.4,10.0,47,NW,28 15,52 28,1011.3,0.0,2024-08-23
10:11 am,16.0,9.3,44,NW,28 15,50 27,1011.1,0.0,2024-08-23
10:00 am,16.5,11.2,46,WNW,22 12,43 23,1010.9,0.0,2024-08-23
9:30 am,15.2,7.3,49,WNW,35 19,65 35,1010.3,0.0,2024-08-23
9:00 am,14.2,4.8,52,NW,43 23,78 42,1010.1,4.0,2024-08-23
8:30 am,14.0,5.0,52,WNW,41 22,76 41,1009.8,4.0,2024-08-23
8:00 am,13.3,5.1,55,WNW,37 20,65 35,1009.9,4.0,2024-08-23
7:42 am,12.6,5.1,58,NW,33 18,54 29,1009.9,4.0,2024-08-23
7:30 am,12.6,4.4,59,NW,37 20,59 32,1009.6,4.0,2024-08-23
7:00 am,12.1,4.3,62,NW,35 19,54 29,1009.3,4.0,2024-08-23
6:30 am,12.5,4.5,56,NW,35 19,56 30,1009.0,4.0,2024-08-23
6:00 am,12.9,4.2,55,WNW,39 21,65 35,1008.6,4.0,2024-08-23
5:30 am,12.7,5.7,55,NW,30 16,52 28,1008.3,4.0,2024-08-23
5:00 am,12.8,4.8,54,WNW,35 19,61 33,1007.7,4.0,2024-08-23
4:30 am,12.8,3.7,55,WNW,41 22,69 37,1007.7,4.0,2024-08-23
4:00 am,12.6,3.5,56,WNW,41 22,70 38,1007.4,4.0,2024-08-23
3:30 am,11.8,3.3,63,WNW,39 21,69 37,1007.1,4.0,2024-08-23
3:00 am,11.7,3.6,64,WNW,37 20,59 32,1006.9,4.0,2024-08-23
2:30 am,11.6,3.3,68,WNW,39 21,59 32,1006.9,3.8,2024-08-23
2:00 am,11.1,2.0,71,WNW,43 23,70 38,1006.9,3.8,2024-08-23
1:50 am,11.0,2.8,74,WNW,39 21,72 39,1007.0,3.8,2024-08-23
1:31 am,10.3,4.3,80,WNW,28 15,46 25,1007.3,3.8,2024-08-23
1:30 am,10.2,4.5,80,WNW,26 14,46 25,1007.3,3.8,2024-08-23
1:00 am,11.0,1.9,75,WNW,44 24,65 35,1007.3,2.8,2024-08-23
12:30 am,11.3,1.7,71,WNW,46 25,67 36,1006.3,2.4,2024-08-23
12:00 am,11.0,1.4,73,WNW,46 25,69 37,1005.6,2.4,2024-08-23
