Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.3,10.7,53,SE,13 7,20 11,1021.9,0.0,2024-09-19
11:00 pm,14.1,11.0,57,SE,11 6,17 9,1021.9,0.0,2024-09-19
10:30 pm,12.8,10.8,68,SSW,7 4,11 6,1022.2,0.0,2024-09-19
10:00 pm,13.2,11.4,71,SSW,7 4,9 5,1022.4,0.0,2024-09-19
9:30 pm,13.8,12.2,67,SSW,6 3,9 5,1022.4,0.0,2024-09-19
9:00 pm,14.8,13.1,65,SSW,7 4,13 7,1022.4,0.0,2024-09-19
8:30 pm,15.1,12.6,64,SSE,11 6,17 9,1022.3,0.0,2024-09-19
8:00 pm,15.7,12.9,62,SSE,13 7,22 12,1022.1,0.0,2024-09-19
7:30 pm,16.2,13.4,61,SSE,13 7,20 11,1021.8,0.0,2024-09-19
7:00 pm,17.0,13.9,58,SSE,15 8,22 12,1021.5,0.0,2024-09-19
6:30 pm,17.0,15.3,63,SSW,9 5,13 7,1021.2,0.0,2024-09-19
6:00 pm,17.5,15.4,61,S,11 6,17 9,1021.0,0.0,2024-09-19
5:30 pm,17.9,15.1,60,SSW,15 8,22 12,1021.0,0.0,2024-09-19
5:00 pm,19.8,17.3,52,SSW,13 7,19 10,1020.8,0.0,2024-09-19
4:30 pm,21.4,18.8,41,SSE,11 6,17 9,1020.7,0.0,2024-09-19
4:00 pm,21.5,18.8,40,SSE,11 6,19 10,1020.7,0.0,2024-09-19
3:30 pm,21.7,19.5,41,SSE,9 5,19 10,1020.8,0.0,2024-09-19
3:00 pm,21.3,18.9,44,SSE,11 6,17 9,1021.1,0.0,2024-09-19
2:30 pm,21.9,19.8,42,SSE,9 5,17 9,1021.4,0.0,2024-09-19
2:00 pm,21.1,18.2,43,SSE,13 7,20 11,1021.7,0.0,2024-09-19
1:30 pm,20.6,18.0,44,SSE,11 6,19 10,1022.0,0.0,2024-09-19
1:00 pm,20.1,17.6,46,S,11 6,20 11,1022.5,0.0,2024-09-19
12:30 pm,19.7,17.7,49,SE,9 5,17 9,1023.1,0.0,2024-09-19
12:00 pm,18.5,15.9,49,SE,11 6,20 11,1023.7,0.0,2024-09-19
11:30 am,18.8,16.4,51,ESE,11 6,20 11,1024.2,0.0,2024-09-19
11:00 am,18.1,16.2,56,E,9 5,24 13,1024.5,0.0,2024-09-19
10:30 am,17.1,14.9,55,ESE,9 5,22 12,1024.9,0.0,2024-09-19
10:00 am,17.0,14.7,59,E,11 6,19 10,1025.3,0.0,2024-09-19
9:30 am,15.3,12.7,61,ESE,11 6,20 11,1025.7,0.0,2024-09-19
9:00 am,15.0,12.0,62,E,13 7,22 12,1025.8,0.0,2024-09-19
8:30 am,14.5,12.4,66,E,9 5,20 11,1025.7,0.0,2024-09-19
8:00 am,13.5,10.4,66,E,13 7,26 14,1025.5,0.0,2024-09-19
7:30 am,13.0,10.7,69,E,9 5,26 14,1025.2,0.0,2024-09-19
7:00 am,12.2,9.9,72,E,9 5,15 8,1025.0,0.0,2024-09-19
6:30 am,11.9,9.1,72,E,11 6,22 12,1024.4,0.0,2024-09-19
6:00 am,11.9,9.5,71,ENE,9 5,19 10,1024.2,0.0,2024-09-19
5:30 am,12.2,9.4,70,ENE,11 6,20 11,1023.9,0.0,2024-09-19
5:00 am,12.5,9.5,72,E,13 7,20 11,1023.5,0.0,2024-09-19
4:30 am,12.6,10.6,76,E,9 5,20 11,1023.2,0.0,2024-09-19
4:00 am,12.3,10.1,75,E,9 5,13 7,1023.0,0.0,2024-09-19
3:30 am,12.6,10.5,75,E,9 5,17 9,1022.7,0.0,2024-09-19
3:00 am,12.9,10.9,75,ESE,9 5,19 10,1022.4,0.0,2024-09-19
2:30 am,12.9,11.4,74,ESE,6 3,15 8,1022.3,0.0,2024-09-19
2:00 am,13.4,11.4,73,ESE,9 5,19 10,1022.3,0.0,2024-09-19
1:30 am,13.5,11.9,73,E,7 4,15 8,1022.5,0.0,2024-09-19
1:00 am,14.0,12.1,73,ESE,9 5,19 10,1022.6,0.0,2024-09-19
12:30 am,14.5,12.3,72,ESE,11 6,24 13,1022.6,0.0,2024-09-19
12:00 am,14.9,13.2,71,SE,9 5,17 9,1022.7,0.0,2024-09-19
