Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,16.3,16.3,100,WNW,11 6,–,1017.1,0.0,2023-10-21
6:30 am,16.2,16.2,100,W,11 6,–,1016.7,0.0,2023-10-21
6:00 am,16.6,18.0,99,NW,4 2,–,1016.5,0.0,2023-10-21
5:30 am,17.4,19.2,100,NE,4 2,–,1016.1,0.0,2023-10-21
5:00 am,17.7,19.6,100,E,4 2,–,1015.9,0.0,2023-10-21
4:30 am,17.7,19.5,99,ENE,4 2,–,1015.8,0.0,2023-10-21
4:00 am,17.8,20.1,99,E,2 1,–,1016.0,0.0,2023-10-21
3:30 am,18.0,19.9,98,E,4 2,–,1016.1,0.0,2023-10-21
3:00 am,18.0,19.5,98,E,6 3,–,1016.2,0.0,2023-10-21
2:30 am,18.1,19.0,97,E,9 5,–,1016.4,0.0,2023-10-21
2:00 am,18.2,19.0,95,ENE,9 5,–,1016.7,0.0,2023-10-21
1:30 am,18.0,19.3,97,ENE,7 4,–,1017.1,0.0,2023-10-21
1:00 am,18.0,19.2,96,ENE,7 4,–,1017.4,0.0,2023-10-21
12:30 am,18.2,19.6,95,ENE,6 3,–,1017.8,0.0,2023-10-21
12:00 am,18.5,20.0,94,NE,6 3,–,1017.8,0.0,2023-10-21
