Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.7,11.0,81,S,2 1,7 4,1021.4,0.2,2023-06-11
11:00 pm,12.3,12.1,80,CALM,0 0,6 3,1021.5,0.2,2023-06-11
10:30 pm,12.5,11.9,78,S,2 1,9 5,1021.4,0.2,2023-06-11
10:00 pm,13.4,10.9,71,SSE,11 6,15 8,1021.4,0.2,2023-06-11
9:30 pm,14.7,11.5,60,SW,13 7,22 12,1021.0,0.0,2023-06-11
9:00 pm,14.1,11.0,57,SW,11 6,22 12,1020.8,0.0,2023-06-11
8:30 pm,14.4,11.3,56,SW,11 6,22 12,1020.8,0.0,2023-06-11
8:00 pm,14.7,10.6,57,SW,17 9,30 16,1020.4,0.0,2023-06-11
7:30 pm,14.6,11.3,57,SW,13 7,22 12,1020.2,0.0,2023-06-11
7:00 pm,14.7,11.3,55,SW,13 7,22 12,1019.9,0.0,2023-06-11
6:30 pm,14.6,11.6,57,SW,11 6,19 10,1019.6,0.0,2023-06-11
6:00 pm,14.4,11.2,54,SW,11 6,19 10,1019.2,0.0,2023-06-11
5:30 pm,14.6,11.0,53,SW,13 7,20 11,1019.0,0.0,2023-06-11
5:00 pm,14.9,10.8,50,SW,15 8,26 14,1018.8,0.0,2023-06-11
4:30 pm,15.5,10.4,47,SW,20 11,35 19,1018.5,0.0,2023-06-11
