Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.9,11.8,59,CALM,0 0,0 0,1012.0,0.0,2025-10-07
11:00 pm,14.0,11.7,54,WNW,6 3,11 6,1012.3,0.0,2025-10-07
10:30 pm,14.3,11.8,52,W,7 4,15 8,1012.4,0.0,2025-10-07
10:00 pm,14.7,11.8,51,WNW,9 5,15 8,1012.5,0.0,2025-10-07
9:30 pm,14.9,12.4,50,NW,7 4,15 8,1012.3,0.0,2025-10-07
9:00 pm,15.2,13.3,50,WNW,4 2,11 6,1012.4,0.0,2025-10-07
8:30 pm,16.0,13.5,48,WNW,7 4,15 8,1012.3,0.0,2025-10-07
8:00 pm,16.5,13.5,44,W,9 5,19 10,1011.9,0.0,2025-10-07
7:30 pm,17.5,14.4,40,NNW,9 5,17 9,1011.5,0.0,2025-10-07
7:00 pm,17.7,13.9,40,NNW,13 7,22 12,1011.4,0.0,2025-10-07
6:30 pm,18.5,14.6,37,NW,13 7,32 17,1011.5,0.0,2025-10-07
6:00 pm,18.8,15.0,37,WNW,13 7,24 13,1011.6,0.0,2025-10-07
5:30 pm,18.9,14.4,38,NNW,17 9,32 17,1011.3,0.0,2025-10-07
5:00 pm,18.9,14.3,36,NW,17 9,30 16,1011.3,0.0,2025-10-07
4:30 pm,19.7,16.2,39,NNW,13 7,30 16,1011.4,0.0,2025-10-07
4:00 pm,18.6,13.6,39,NNW,20 11,37 20,1011.9,0.0,2025-10-07
3:30 pm,18.5,13.5,40,N,20 11,33 18,1012.1,0.0,2025-10-07
3:00 pm,18.3,13.8,39,NNW,17 9,30 16,1012.7,0.0,2025-10-07
2:30 pm,17.8,13.6,39,NW,15 8,28 15,1013.4,0.0,2025-10-07
2:00 pm,17.5,12.7,42,NNW,19 10,30 16,1013.9,0.0,2025-10-07
1:30 pm,17.1,11.6,42,N,22 12,32 17,1014.3,0.0,2025-10-07
1:00 pm,16.8,12.4,44,NW,17 9,28 15,1014.5,0.0,2025-10-07
12:30 pm,16.1,11.5,44,NNW,17 9,24 13,1014.9,0.0,2025-10-07
12:00 pm,15.3,11.6,48,NW,13 7,19 10,1015.3,0.0,2025-10-07
11:30 am,14.7,11.5,52,NW,11 6,24 13,1015.8,0.0,2025-10-07
11:00 am,14.9,11.4,47,N,11 6,24 13,1016.0,0.0,2025-10-07
10:30 am,14.3,10.9,50,NW,11 6,19 10,1016.4,0.0,2025-10-07
10:00 am,13.0,9.0,51,NW,13 7,20 11,1016.3,0.0,2025-10-07
9:30 am,12.4,8.5,54,NNW,13 7,19 10,1016.4,0.0,2025-10-07
9:00 am,12.1,9.4,56,WNW,7 4,15 8,1016.3,0.0,2025-10-07
8:30 am,11.0,8.1,66,NW,9 5,13 7,1016.4,0.0,2025-10-07
8:00 am,10.6,8.0,65,NW,7 4,13 7,1016.7,0.0,2025-10-07
7:30 am,10.6,8.3,71,WNW,7 4,15 8,1017.0,0.0,2025-10-07
