Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.7,11.9,81,NW,17 9,26 14,1011.0,0.0,2024-08-31
11:00 pm,14.9,11.4,77,WNW,20 11,33 18,1011.0,0.0,2024-08-31
10:30 pm,15.1,11.6,76,NW,20 11,32 17,1011.0,0.0,2024-08-31
10:00 pm,15.0,12.6,79,WNW,15 8,24 13,1011.2,0.0,2024-08-31
9:30 pm,14.9,12.0,78,WNW,17 9,26 14,1011.0,0.0,2024-08-31
9:00 pm,15.1,11.7,75,WNW,19 10,30 16,1010.8,0.0,2024-08-31
8:30 pm,15.3,12.3,73,WNW,17 9,32 17,1010.5,0.0,2024-08-31
8:00 pm,15.2,12.5,73,WNW,15 8,24 13,1010.4,0.0,2024-08-31
7:30 pm,15.2,12.0,71,WNW,17 9,28 15,1010.4,0.0,2024-08-31
7:00 pm,15.6,11.8,69,WNW,20 11,30 16,1010.2,0.0,2024-08-31
6:30 pm,15.4,11.5,68,WNW,20 11,32 17,1010.1,0.0,2024-08-31
6:00 pm,15.5,11.2,67,WNW,22 12,37 20,1009.9,0.0,2024-08-31
