Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.4,11.5,93,CALM,0 0,2 1,1030.0,0.2,2024-05-19
11:00 pm,11.7,11.5,92,SSE,2 1,7 4,1030.3,0.2,2024-05-19
10:30 pm,11.3,10.6,93,SE,4 2,6 3,1030.4,0.2,2024-05-19
10:00 pm,12.0,11.5,91,SSE,4 2,7 4,1030.7,0.2,2024-05-19
9:30 pm,11.9,10.7,90,SSE,7 4,11 6,1030.8,0.2,2024-05-19
9:00 pm,11.5,11.8,96,CALM,0 0,0 0,1030.8,0.2,2024-05-19
8:30 pm,11.4,11.6,95,CALM,0 0,0 0,1030.8,0.2,2024-05-19
8:00 pm,11.4,10.9,96,ESE,4 2,6 3,1030.6,0.2,2024-05-19
7:30 pm,11.5,10.5,97,ESE,7 4,9 5,1030.6,0.2,2024-05-19
7:00 pm,11.7,10.9,96,SSE,6 3,7 4,1030.4,0.2,2024-05-19
6:30 pm,12.2,11.8,93,S,4 2,7 4,1030.2,0.2,2024-05-19
6:00 pm,12.9,12.3,92,SSW,6 3,13 7,1030.0,0.2,2024-05-19
