Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 pm,17.2,16.9,83,ENE,9 5,17 9,999.1,16.8,2024-12-07
6:30 pm,16.8,15.7,86,ESE,13 7,19 10,999.0,16.8,2024-12-07
6:00 pm,16.9,15.1,86,SE,17 9,22 12,999.1,16.8,2024-12-07
5:30 pm,16.6,14.4,87,ESE,19 10,24 13,999.2,16.8,2024-12-07
5:00 pm,19.2,17.7,78,SW,17 9,26 14,999.1,16.8,2024-12-07
4:30 pm,19.9,20.6,77,ESE,6 3,11 6,999.2,16.8,2024-12-07
4:00 pm,19.3,19.4,78,SE,9 5,11 6,999.5,16.8,2024-12-07
3:30 pm,19.2,19.5,77,SE,7 4,9 5,999.6,16.8,2024-12-07
3:00 pm,18.5,18.3,79,SSE,9 5,11 6,1000.1,16.8,2024-12-07
2:30 pm,19.0,18.5,77,ENE,11 6,15 8,1000.2,16.8,2024-12-07
2:00 pm,19.0,19.0,79,NNE,9 5,17 9,1000.2,16.8,2024-12-07
1:30 pm,18.1,18.6,82,NW,6 3,11 6,1000.9,16.8,2024-12-07
1:00 pm,16.4,16.0,93,NNW,11 6,17 9,1001.7,16.8,2024-12-07
12:30 pm,16.4,16.8,93,N,7 4,9 5,1002.5,16.6,2024-12-07
12:00 pm,15.9,17.6,96,CALM,0 0,6 3,1003.7,16.4,2024-12-07
11:30 am,15.4,14.1,97,WSW,15 8,24 13,1004.1,11.8,2024-12-07
11:00 am,15.3,15.5,97,NNE,7 4,9 5,1003.4,11.2,2024-12-07
10:30 am,15.0,15.1,97,N,7 4,11 6,1004.3,9.2,2024-12-07
10:00 am,14.7,14.7,97,N,7 4,9 5,1004.9,5.6,2024-12-07
9:30 am,14.6,15.9,97,CALM,0 0,0 0,1005.0,2.8,2024-12-07
9:00 am,14.6,15.2,98,N,4 2,7 4,1005.7,30.8,2024-12-07
8:30 am,14.4,15.0,99,NW,4 2,7 4,1006.0,28.0,2024-12-07
8:00 am,14.3,14.5,99,SSE,6 3,7 4,1006.2,25.0,2024-12-07
7:30 am,14.3,15.6,99,CALM,0 0,0 0,1006.9,22.8,2024-12-07
7:00 am,14.2,14.3,99,ESE,6 3,7 4,1007.3,21.6,2024-12-07
6:30 am,14.2,13.8,99,SE,9 5,11 6,1007.7,20.0,2024-12-07
6:00 am,14.1,14.0,98,SSE,7 4,9 5,1008.7,16.2,2024-12-07
5:30 am,14.2,14.2,97,SSE,6 3,9 5,1009.0,12.4,2024-12-07
5:00 am,14.4,15.2,96,SSW,2 1,7 4,1009.3,8.6,2024-12-07
4:30 am,14.4,14.8,95,SSW,4 2,9 5,1009.6,6.4,2024-12-07
4:00 am,14.5,15.2,94,SW,2 1,6 3,1010.0,3.0,2024-12-07
3:30 am,14.6,14.4,90,N,6 3,11 6,1010.2,0.8,2024-12-07
3:00 am,14.7,15.7,91,CALM,0 0,0 0,1010.8,0.0,2024-12-07
2:30 am,14.6,14.6,93,NE,6 3,7 4,1010.9,0.0,2024-12-07
2:00 am,14.5,15.3,95,ESE,2 1,7 4,1011.6,0.0,2024-12-07
1:30 am,14.3,13.8,96,ESE,9 5,11 6,1012.0,0.0,2024-12-07
1:00 am,14.3,13.8,96,ESE,9 5,15 8,1012.5,0.0,2024-12-07
12:30 am,14.4,13.9,96,ESE,9 5,13 7,1012.8,0.0,2024-12-07
12:00 am,14.2,14.1,94,SW,6 3,9 5,1013.6,0.0,2024-12-07
