Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,13.3,11.9,100,SW,13 7,26 14,1014.6,32.4,2024-10-19
6:35 am,13.7,11.3,93,SSW,17 9,33 18,1014.2,32.2,2024-10-19
6:30 am,13.9,11.4,90,SSW,17 9,28 15,1014.0,32.2,2024-10-19
6:00 am,13.9,12.2,91,SW,13 7,22 12,1013.4,32.2,2024-10-19
5:30 am,13.5,11.9,96,SSW,13 7,28 15,1013.0,32.2,2024-10-19
5:00 am,13.9,12.1,96,SW,15 8,30 16,1012.3,32.0,2024-10-19
4:39 am,13.8,11.9,95,SSW,15 8,32 17,1011.9,32.0,2024-10-19
4:30 am,13.6,11.8,98,SSW,15 8,32 17,1011.7,32.0,2024-10-19
4:12 am,13.9,11.6,95,SSW,17 9,32 17,1011.4,32.0,2024-10-19
4:00 am,14.2,12.2,91,SSW,15 8,28 15,1011.1,32.0,2024-10-19
3:30 am,14.0,11.5,97,SW,19 10,33 18,1010.8,32.0,2024-10-19
3:20 am,13.9,11.8,99,SW,17 9,30 16,1010.8,32.0,2024-10-19
3:00 am,14.0,12.5,95,SW,13 7,39 21,1010.5,32.0,2024-10-19
2:51 am,14.2,12.3,92,SW,15 8,32 17,1010.4,32.0,2024-10-19
2:30 am,14.5,12.1,88,SSW,17 9,35 19,1010.2,32.0,2024-10-19
2:00 am,14.5,12.8,88,SW,13 7,35 19,1010.2,32.0,2024-10-19
1:30 am,14.4,12.7,89,SW,13 7,28 15,1009.9,32.0,2024-10-19
1:00 am,14.6,12.6,89,SW,15 8,32 17,1009.8,32.0,2024-10-19
12:30 am,14.7,12.4,89,SSW,17 9,33 18,1009.5,32.0,2024-10-19
12:00 am,14.7,12.9,91,SSW,15 8,32 17,1008.9,32.0,2024-10-19
