Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,3.1,0.7,93,ESE,4 2,7 4,1027.5,0.0,2023-07-13
11:00 pm,2.4,0.5,89,CALM,0 0,0 0,1027.7,0.0,2023-07-13
10:30 pm,3.6,0.7,93,SE,7 4,9 5,1027.9,0.0,2023-07-13
10:00 pm,3.9,2.0,80,CALM,0 0,0 0,1027.9,0.0,2023-07-13
9:30 pm,6.2,4.7,81,CALM,0 0,0 0,1028.4,0.0,2023-07-13
9:00 pm,7.2,4.1,78,N,9 5,11 6,1028.4,0.0,2023-07-13
8:30 pm,7.9,4.5,76,N,11 6,15 8,1028.2,0.0,2023-07-13
8:00 pm,8.1,4.0,76,NNE,15 8,19 10,1027.9,0.0,2023-07-13
7:30 pm,8.8,5.1,74,N,13 7,17 9,1028.0,0.0,2023-07-13
7:00 pm,7.9,3.7,74,N,15 8,17 9,1027.9,0.0,2023-07-13
6:30 pm,7.7,2.8,68,N,17 9,20 11,1027.8,0.0,2023-07-13
6:00 pm,8.2,2.9,64,N,19 10,20 11,1027.4,0.0,2023-07-13
5:30 pm,9.2,3.8,62,N,20 11,24 13,1027.2,0.0,2023-07-13
5:00 pm,10.1,5.1,63,N,19 10,22 12,1027.2,0.0,2023-07-13
4:30 pm,11.6,6.5,59,N,20 11,26 14,1027.3,0.0,2023-07-13
4:00 pm,12.2,6.6,56,N,22 12,26 14,1027.3,0.0,2023-07-13
3:30 pm,13.3,8.2,53,NNW,20 11,28 15,1027.4,0.0,2023-07-13
3:00 pm,14.0,8.9,52,NNW,20 11,30 16,1027.4,0.0,2023-07-13
2:30 pm,13.9,8.8,51,NW,20 11,28 15,1027.5,0.0,2023-07-13
2:00 pm,13.9,8.9,50,NW,19 10,28 15,1027.6,0.0,2023-07-13
1:30 pm,13.5,8.9,52,NW,17 9,20 11,1027.9,0.0,2023-07-13
1:00 pm,12.8,8.7,57,NW,15 8,24 13,1028.2,0.0,2023-07-13
12:30 pm,11.0,8.2,68,NW,9 5,15 8,1028.8,0.0,2023-07-13
12:00 pm,8.8,6.4,78,WSW,7 4,11 6,1029.5,0.0,2023-07-13
11:52 am,7.9,5.1,83,WSW,9 5,11 6,1029.8,0.0,2023-07-13
11:30 am,7.2,4.6,94,W,9 5,13 7,1030.2,0.0,2023-07-13
11:00 am,5.9,3.6,99,SW,7 4,11 6,1030.7,0.0,2023-07-13
10:30 am,4.9,3.4,99,NNW,2 1,7 4,1030.9,0.0,2023-07-13
10:00 am,4.2,1.2,100,NE,9 5,11 6,1030.9,0.0,2023-07-13
9:45 am,4.1,1.7,100,N,6 3,11 6,1031.1,0.0,2023-07-13
9:30 am,3.9,0.9,100,N,9 5,11 6,1030.8,0.0,2023-07-13
9:00 am,3.9,1.4,100,NE,6 3,9 5,1030.7,0.2,2023-07-13
8:30 am,3.6,0.5,100,ESE,9 5,11 6,1030.7,0.2,2023-07-13
8:06 am,3.4,0.6,100,SE,7 4,9 5,1030.7,0.2,2023-07-13
8:03 am,3.3,0.5,100,SE,7 4,9 5,1030.7,0.2,2023-07-13
8:00 am,3.3,0.5,100,SE,7 4,9 5,1030.6,0.0,2023-07-13
7:52 am,3.5,0.8,100,SE,7 4,9 5,1030.4,0.0,2023-07-13
7:30 am,3.3,0.1,100,ESE,9 5,11 6,1030.2,0.0,2023-07-13
7:24 am,3.4,1.2,100,E,4 2,9 5,1030.2,0.0,2023-07-13
7:00 am,3.4,0.6,100,E,7 4,11 6,1030.0,0.0,2023-07-13
6:30 am,3.3,1.1,100,SSE,4 2,7 4,1030.2,0.0,2023-07-13
6:03 am,3.3,0.5,100,SE,7 4,9 5,1029.7,0.0,2023-07-13
