Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,21.7,21.6,61,SSE,7 4,13 7,1015.7,0.0,2023-03-11
11:00 pm,22.2,21.8,60,SSE,9 5,17 9,1016.0,0.0,2023-03-11
10:30 pm,22.6,21.8,58,S,11 6,17 9,1016.3,0.0,2023-03-11
10:00 pm,22.9,22.2,58,S,11 6,17 9,1016.3,0.0,2023-03-11
9:30 pm,23.4,22.3,57,S,13 7,22 12,1016.5,0.0,2023-03-11
9:00 pm,23.5,23.2,57,SSE,9 5,15 8,1016.6,0.0,2023-03-11
8:30 pm,23.9,23.5,54,S,9 5,17 9,1016.6,0.0,2023-03-11
8:00 pm,24.2,23.3,52,S,11 6,19 10,1016.3,0.0,2023-03-11
7:30 pm,24.5,23.1,50,S,13 7,20 11,1016.1,0.0,2023-03-11
7:00 pm,24.7,24.4,53,SSW,9 5,13 7,1015.8,0.0,2023-03-11
6:30 pm,25.2,24.4,49,SSW,11 6,19 10,1015.7,0.0,2023-03-11
6:00 pm,25.7,24.7,50,SSW,13 7,24 13,1015.5,0.0,2023-03-11
5:30 pm,26.6,25.3,48,SSW,15 8,26 14,1015.5,0.0,2023-03-11
5:00 pm,27.8,26.7,43,SW,13 7,22 12,1015.4,0.0,2023-03-11
4:30 pm,28.1,26.0,41,SW,17 9,28 15,1015.3,0.0,2023-03-11
