Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,9.9,8.1,87,NNW,7 4,11 6,1013.2,4.8,2023-07-07
5:00 am,10.1,8.2,84,NW,7 4,13 7,1013.1,4.8,2023-07-07
4:30 am,10.3,8.4,83,WNW,7 4,13 7,1013.2,4.8,2023-07-07
4:00 am,11.1,8.5,79,WNW,11 6,17 9,1013.2,4.8,2023-07-07
3:30 am,11.7,8.7,76,W,13 7,22 12,1013.3,4.8,2023-07-07
3:00 am,10.9,8.6,79,W,9 5,15 8,1013.1,4.8,2023-07-07
2:30 am,11.4,8.4,79,W,13 7,24 13,1012.8,4.8,2023-07-07
2:00 am,11.3,8.4,81,W,13 7,20 11,1012.5,4.8,2023-07-07
1:30 am,11.0,8.5,83,W,11 6,15 8,1012.3,4.8,2023-07-07
1:00 am,11.1,9.1,85,W,9 5,17 9,1012.2,4.8,2023-07-07
12:30 am,11.5,9.1,82,W,11 6,19 10,1012.2,4.8,2023-07-07
12:00 am,11.6,8.8,81,W,13 7,20 11,1012.0,4.8,2023-07-07
