Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.6,11.9,92,SW,6 3,9 5,1019.1,12.2,2025-09-17
11:00 pm,11.6,11.8,93,CALM,0 0,0 0,1019.0,12.2,2025-09-17
10:30 pm,11.8,12.0,91,CALM,0 0,0 0,1019.0,12.2,2025-09-17
10:00 pm,12.4,12.7,91,CALM,0 0,0 0,1019.1,12.2,2025-09-17
9:30 pm,12.7,13.0,88,CALM,0 0,0 0,1019.1,12.2,2025-09-17
9:00 pm,12.6,12.6,91,SW,2 1,7 4,1018.9,12.2,2025-09-17
8:30 pm,12.3,12.3,84,CALM,0 0,0 0,1018.7,12.2,2025-09-17
8:00 pm,13.3,13.4,82,CALM,0 0,6 3,1018.6,12.2,2025-09-17
7:30 pm,14.2,13.6,78,SW,4 2,7 4,1018.4,12.2,2025-09-17
7:00 pm,15.3,14.2,73,SW,7 4,11 6,1018.0,12.2,2025-09-17
6:30 pm,15.8,14.2,69,SW,9 5,13 7,1017.6,12.2,2025-09-17
6:00 pm,16.4,14.0,66,SW,13 7,20 11,1017.2,12.2,2025-09-17
5:30 pm,16.8,14.1,66,SW,15 8,26 14,1016.9,12.2,2025-09-17
5:00 pm,17.5,14.3,66,SW,19 10,35 19,1016.6,12.2,2025-09-17
4:30 pm,17.9,15.3,63,WSW,15 8,26 14,1016.2,12.2,2025-09-17
4:00 pm,18.8,16.4,57,WSW,13 7,24 13,1015.8,12.2,2025-09-17
3:30 pm,18.9,16.5,56,WSW,13 7,30 16,1015.6,12.2,2025-09-17
3:00 pm,19.0,16.6,61,WSW,15 8,24 13,1015.5,12.2,2025-09-17
2:30 pm,19.9,18.1,61,WSW,13 7,26 14,1015.5,12.2,2025-09-17
2:00 pm,19.1,17.1,66,WSW,15 8,24 13,1015.5,12.2,2025-09-17
1:30 pm,19.3,17.0,61,WSW,15 8,26 14,1015.5,12.2,2025-09-17
1:00 pm,18.8,17.9,72,W,11 6,22 12,1015.6,12.2,2025-09-17
12:30 pm,17.6,17.3,82,W,9 5,19 10,1015.6,12.2,2025-09-17
12:00 pm,16.2,15.7,92,W,11 6,15 8,1015.9,12.2,2025-09-17
11:30 am,15.7,16.2,99,WSW,7 4,19 10,1016.1,12.2,2025-09-17
11:00 am,15.2,14.4,99,NW,13 7,26 14,1016.1,7.8,2025-09-17
10:30 am,16.3,14.5,83,NW,15 8,30 16,1015.9,0.4,2025-09-17
10:00 am,17.7,16.1,73,NW,13 7,30 16,1015.9,0.0,2025-09-17
9:30 am,17.4,16.0,78,NW,13 7,28 15,1016.1,0.0,2025-09-17
9:00 am,16.9,16.2,85,NNW,11 6,24 13,1016.2,1.4,2025-09-17
8:30 am,15.0,13.3,91,WNW,15 8,33 18,1016.4,1.4,2025-09-17
8:00 am,14.1,13.4,87,N,7 4,11 6,1016.2,1.0,2025-09-17
7:30 am,13.5,12.8,90,N,7 4,13 7,1016.2,1.0,2025-09-17
7:00 am,13.0,12.3,94,NNE,7 4,11 6,1016.0,1.0,2025-09-17
6:30 am,13.4,12.1,87,N,9 5,13 7,1015.8,1.0,2025-09-17
6:00 am,13.1,12.6,97,N,7 4,17 9,1015.9,1.0,2025-09-17
5:30 am,11.6,10.5,93,NNE,7 4,11 6,1016.0,1.0,2025-09-17
5:00 am,11.7,10.2,93,NNE,9 5,15 8,1016.1,1.0,2025-09-17
4:30 am,12.3,10.8,82,N,7 4,13 7,1016.1,0.0,2025-09-17
