Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,26.9,28.6,63,SSW,9 5,15 8,1003.1,0.0,2025-02-05
11:00 pm,26.8,28.7,65,SSW,9 5,19 10,1003.4,0.0,2025-02-05
10:30 pm,27.7,29.0,60,SW,11 6,17 9,1003.5,0.0,2025-02-05
10:00 pm,28.2,29.3,57,SW,11 6,22 12,1003.5,0.0,2025-02-05
9:30 pm,28.3,29.1,57,SSW,13 7,20 11,1003.6,0.0,2025-02-05
9:00 pm,28.8,30.0,53,SSW,9 5,17 9,1003.6,0.0,2025-02-05
8:30 pm,29.1,29.5,51,SSW,13 7,24 13,1003.2,0.0,2025-02-05
8:00 pm,29.4,29.4,47,SSW,13 7,24 13,1003.1,0.0,2025-02-05
7:30 pm,29.8,29.0,43,SSW,15 8,28 15,1002.9,0.0,2025-02-05
7:00 pm,29.4,29.3,47,SSW,13 7,24 13,1002.8,0.0,2025-02-05
6:30 pm,29.4,29.4,47,SSW,13 7,20 11,1002.8,0.0,2025-02-05
6:00 pm,30.0,29.2,46,SSW,17 9,32 17,1002.7,0.0,2025-02-05
5:30 pm,30.3,29.6,46,SW,17 9,30 16,1002.6,0.0,2025-02-05
5:00 pm,31.7,30.1,39,SW,20 11,37 20,1002.4,0.0,2025-02-05
4:30 pm,33.6,31.5,33,SSW,20 11,33 18,1002.4,0.0,2025-02-05
4:00 pm,34.1,32.2,30,SSW,17 9,28 15,1002.5,0.0,2025-02-05
3:30 pm,34.0,31.8,32,SSW,20 11,33 18,1002.8,0.0,2025-02-05
3:00 pm,34.0,31.7,30,SSW,19 10,32 17,1002.9,0.0,2025-02-05
2:30 pm,36.1,34.2,30,SW,20 11,32 17,1003.0,0.0,2025-02-05
2:00 pm,38.2,37.6,22,SSW,9 5,15 8,1003.0,0.0,2025-02-05
1:30 pm,37.9,37.6,25,SSW,9 5,17 9,1003.4,0.0,2025-02-05
1:00 pm,37.0,35.9,24,S,11 6,20 11,1004.1,0.0,2025-02-05
12:30 pm,36.8,36.2,24,SSE,9 5,17 9,1004.5,0.0,2025-02-05
12:00 pm,36.3,35.9,25,SE,7 4,13 7,1004.9,0.0,2025-02-05
11:30 am,35.1,34.6,26,ENE,7 4,13 7,1005.3,0.0,2025-02-05
11:00 am,34.3,33.6,28,E,9 5,17 9,1005.6,0.0,2025-02-05
10:30 am,32.8,31.7,33,ENE,13 7,26 14,1005.9,0.0,2025-02-05
10:00 am,31.5,30.4,35,ENE,13 7,22 12,1006.3,0.0,2025-02-05
9:30 am,30.1,29.6,40,ENE,11 6,20 11,1006.5,0.0,2025-02-05
9:00 am,27.9,27.4,45,E,11 6,22 12,1006.6,0.0,2025-02-05
8:30 am,26.0,25.0,49,E,13 7,19 10,1007.1,0.0,2025-02-05
8:00 am,24.1,23.3,53,ESE,11 6,20 11,1007.6,0.0,2025-02-05
7:30 am,22.6,21.4,58,E,13 7,22 12,1007.8,0.0,2025-02-05
7:00 am,21.4,20.1,62,E,13 7,26 14,1008.1,0.0,2025-02-05
6:30 am,20.6,19.7,64,E,11 6,28 15,1008.0,0.0,2025-02-05
6:00 am,20.3,19.3,64,E,11 6,17 9,1007.7,0.0,2025-02-05
5:30 am,20.5,19.4,63,ENE,11 6,24 13,1007.7,0.0,2025-02-05
5:00 am,20.7,20.0,62,E,9 5,22 12,1007.4,0.0,2025-02-05
4:30 am,21.1,20.0,60,ENE,11 6,24 13,1007.3,0.0,2025-02-05
4:00 am,21.3,20.6,60,E,9 5,17 9,1007.1,0.0,2025-02-05
3:30 am,21.6,21.2,58,E,7 4,15 8,1007.3,0.0,2025-02-05
3:00 am,22.0,21.7,56,NE,6 3,13 7,1007.3,0.0,2025-02-05
2:30 am,22.6,22.2,55,ENE,7 4,11 6,1007.2,0.0,2025-02-05
2:00 am,23.6,22.3,50,ENE,11 6,22 12,1007.6,0.0,2025-02-05
1:30 am,24.0,23.5,49,ENE,7 4,17 9,1007.8,0.0,2025-02-05
1:00 am,24.9,23.4,44,ENE,11 6,22 12,1008.0,0.0,2025-02-05
12:30 am,25.6,24.4,42,ENE,9 5,19 10,1008.0,0.0,2025-02-05
12:00 am,26.8,24.5,36,ESE,13 7,30 16,1008.0,0.0,2025-02-05
