Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.8,11.7,81,ESE,19 10,33 18,1018.6,27.0,2023-12-09
11:00 pm,14.6,13.5,85,SSE,9 5,19 10,1018.9,27.0,2023-12-09
10:51 pm,14.5,13.4,84,S,9 5,19 10,1017.9,27.0,2023-12-09
10:30 pm,14.5,13.4,84,SE,9 5,19 10,1015.8,26.8,2023-12-09
10:19 pm,14.3,12.2,88,SE,15 8,30 16,1014.8,26.8,2023-12-09
10:00 pm,14.3,12.4,91,S,15 8,28 15,1016.8,26.6,2023-12-09
9:48 pm,14.5,12.2,91,S,17 9,30 16,1017.0,26.2,2023-12-09
9:30 pm,14.7,14.9,90,WSW,4 2,9 5,1019.0,26.0,2023-12-09
9:00 pm,14.7,14.3,89,SW,7 4,13 7,1017.4,25.4,2023-12-09
8:30 pm,15.1,14.7,84,E,6 3,17 9,1016.9,25.2,2023-12-09
8:00 pm,15.0,14.5,85,SE,7 4,11 6,1017.7,25.0,2023-12-09
7:30 pm,15.1,13.7,83,ESE,11 6,24 13,1017.5,24.6,2023-12-09
7:00 pm,15.3,13.1,82,ESE,15 8,30 16,1016.8,24.4,2023-12-09
6:30 pm,15.2,15.8,88,S,2 1,9 5,1017.1,24.0,2023-12-09
6:00 pm,15.4,14.0,81,ESE,11 6,20 11,1016.8,24.0,2023-12-09
5:30 pm,14.7,13.4,86,SSE,11 6,17 9,1016.0,23.6,2023-12-09
5:00 pm,14.9,14.3,85,S,7 4,11 6,1016.4,22.8,2023-12-09
4:30 pm,15.0,13.6,83,SE,11 6,22 12,1016.5,22.4,2023-12-09
4:00 pm,14.9,13.9,90,S,11 6,19 10,1016.6,22.0,2023-12-09
3:30 pm,14.8,13.3,89,SSW,13 7,20 11,1016.5,21.0,2023-12-09
3:00 pm,15.2,14.0,85,SSE,11 6,35 19,1016.0,20.4,2023-12-09
2:30 pm,15.0,13.6,90,S,13 7,28 15,1015.8,19.6,2023-12-09
2:00 pm,15.3,14.6,88,SSE,9 5,19 10,1016.1,18.2,2023-12-09
1:30 pm,15.1,14.6,92,SSW,9 5,19 10,1015.6,16.0,2023-12-09
1:05 pm,15.1,14.5,91,SSE,9 5,17 9,1015.9,14.2,2023-12-09
1:00 pm,15.1,14.5,90,SSE,9 5,17 9,1016.1,13.8,2023-12-09
12:30 pm,15.3,14.9,92,SSW,9 5,19 10,1016.5,11.2,2023-12-09
12:27 pm,15.3,14.9,92,SW,9 5,19 10,1016.4,11.0,2023-12-09
12:24 pm,15.3,14.8,91,SW,9 5,19 10,1016.5,10.4,2023-12-09
12:00 pm,15.4,14.5,90,S,11 6,20 11,1015.0,8.4,2023-12-09
11:51 am,15.4,14.9,90,S,9 5,15 8,1014.9,7.6,2023-12-09
11:30 am,15.6,14.2,87,S,13 7,20 11,1015.1,6.4,2023-12-09
11:00 am,15.5,15.0,90,S,9 5,17 9,1015.0,6.4,2023-12-09
10:46 am,15.5,14.8,92,S,11 6,22 12,1015.2,6.4,2023-12-09
10:30 am,15.5,15.6,94,S,7 4,15 8,1015.6,6.2,2023-12-09
10:15 am,15.7,15.9,93,SW,7 4,11 6,1015.8,5.4,2023-12-09
10:00 am,15.7,15.9,93,SSW,7 4,11 6,1015.3,4.6,2023-12-09
9:54 am,15.6,15.9,93,S,6 3,9 5,1015.0,4.4,2023-12-09
9:42 am,15.5,15.8,93,S,6 3,11 6,1014.8,4.2,2023-12-09
9:38 am,15.6,15.9,93,S,6 3,11 6,1014.9,4.2,2023-12-09
9:30 am,15.6,15.8,92,S,6 3,11 6,1014.9,4.0,2023-12-09
9:02 am,15.7,13.9,86,SSW,15 8,22 12,1014.6,0.4,2023-12-09
9:00 am,15.9,14.2,86,SSW,15 8,22 12,1014.5,8.2,2023-12-09
8:30 am,16.7,15.4,83,S,13 7,26 14,1012.7,7.2,2023-12-09
8:00 am,16.7,15.8,83,SSE,11 6,20 11,1012.7,7.2,2023-12-09
7:30 am,16.5,15.2,84,SSE,13 7,24 13,1012.1,7.2,2023-12-09
7:00 am,16.3,15.1,87,SSE,13 7,28 15,1010.5,7.2,2023-12-09
6:30 am,16.0,14.9,89,S,13 7,30 16,1010.9,7.2,2023-12-09
6:00 am,16.0,15.1,87,SSE,11 6,20 11,1010.6,7.0,2023-12-09
5:30 am,16.4,15.2,85,S,13 7,24 13,1011.2,7.0,2023-12-09
5:00 am,17.5,18.0,88,ESE,7 4,9 5,1010.2,6.8,2023-12-09
4:30 am,17.8,17.9,87,ESE,9 5,15 8,1010.0,6.6,2023-12-09
4:24 am,17.7,18.3,88,SE,7 4,11 6,1010.4,6.2,2023-12-09
4:06 am,18.0,18.9,88,WSW,6 3,13 7,1010.4,4.8,2023-12-09
4:00 am,18.1,18.5,89,WNW,9 5,15 8,1010.5,4.2,2023-12-09
3:47 am,18.3,18.3,88,WNW,11 6,17 9,1009.9,3.6,2023-12-09
