Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,22.1,24.2,89,NNE,9 5,–,1007.1,0.2,2025-02-14
6:30 am,22.0,24.3,88,NNE,7 4,–,1007.3,0.2,2025-02-14
6:00 am,22.0,23.9,87,N,9 5,–,1007.2,0.2,2025-02-14
5:30 am,22.2,22.6,87,NNE,17 9,–,1006.9,0.2,2025-02-14
5:00 am,22.3,23.5,87,NE,13 7,–,1007.0,0.2,2025-02-14
4:30 am,22.4,23.7,87,NNE,13 7,–,1007.2,0.2,2025-02-14
4:00 am,22.5,24.3,88,NNE,11 6,–,1007.2,0.2,2025-02-14
3:30 am,22.6,24.1,88,NNE,13 7,–,1007.7,0.2,2025-02-14
3:00 am,22.7,24.2,88,NE,13 7,–,1007.9,0.2,2025-02-14
2:30 am,22.8,24.3,87,NE,13 7,–,1008.1,0.2,2025-02-14
2:00 am,22.8,23.8,86,NE,15 8,–,1008.7,0.2,2025-02-14
1:30 am,23.0,24.4,85,NNE,13 7,–,1008.8,0.2,2025-02-14
1:00 am,23.1,23.8,85,NNE,17 9,–,1009.3,0.2,2025-02-14
12:30 am,23.2,23.1,86,NE,22 12,–,1009.5,0.2,2025-02-14
12:00 am,23.4,23.7,85,NE,20 11,–,1009.2,0.2,2025-02-14
