Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,9.7,8.6,74,CALM,0 0,0 0,1023.9,0.0,2023-05-15
11:00 pm,10.5,9.5,71,CALM,0 0,0 0,1024.0,0.0,2023-05-15
10:30 pm,10.6,9.6,70,CALM,0 0,0 0,1024.1,0.0,2023-05-15
10:00 pm,10.9,9.7,65,CALM,0 0,0 0,1024.1,0.0,2023-05-15
9:30 pm,12.0,9.5,57,ESE,6 3,7 4,1024.0,0.0,2023-05-15
9:00 pm,14.0,11.5,49,SE,6 3,9 5,1024.0,0.0,2023-05-15
8:30 pm,13.7,11.1,49,SE,6 3,9 5,1023.8,0.0,2023-05-15
8:00 pm,13.1,10.6,53,SE,6 3,7 4,1023.6,0.0,2023-05-15
7:30 pm,14.0,11.5,53,SE,7 4,9 5,1023.2,0.0,2023-05-15
7:00 pm,14.2,11.8,52,SSE,6 3,7 4,1023.1,0.0,2023-05-15
6:30 pm,15.1,13.2,50,S,4 2,6 3,1022.8,0.0,2023-05-15
6:00 pm,16.1,13.9,48,SSW,6 3,7 4,1022.5,0.0,2023-05-15
