Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,29.2,28.3,33,SSW,7 4,17 9,1014.7,0.0,2024-03-11
11:00 pm,29.3,28.4,36,ENE,9 5,19 10,1014.5,0.0,2024-03-11
10:30 pm,28.1,28.7,36,CALM,0 0,0 0,1014.5,0.0,2024-03-11
10:00 pm,28.4,28.6,36,E,2 1,6 3,1014.7,0.0,2024-03-11
9:30 pm,30.3,29.8,32,ESE,6 3,11 6,1014.6,0.0,2024-03-11
9:00 pm,32.0,31.1,28,ESE,7 4,11 6,1014.5,0.0,2024-03-11
8:30 pm,31.4,31.6,28,CALM,0 0,6 3,1014.4,0.0,2024-03-11
8:00 pm,32.1,32.2,26,CALM,0 0,0 0,1014.1,0.0,2024-03-11
7:30 pm,33.6,33.3,24,SW,2 1,6 3,1014.1,0.0,2024-03-11
7:00 pm,36.3,34.6,20,WSW,9 5,13 7,1014.1,0.0,2024-03-11
