Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,14.9,10.4,59,WSW,20 11,35 19,1019.7,0.0,2025-10-02
5:00 pm,15.4,11.1,60,WSW,20 11,33 18,1019.4,0.0,2025-10-02
4:30 pm,15.8,11.2,60,WSW,22 12,35 19,1019.1,0.0,2025-10-02
4:00 pm,15.9,11.7,61,WSW,20 11,32 17,1018.6,0.0,2025-10-02
3:30 pm,16.0,11.4,59,SW,22 12,35 19,1018.4,0.0,2025-10-02
3:00 pm,16.5,12.4,56,WSW,19 10,35 19,1018.6,0.0,2025-10-02
2:30 pm,17.2,13.0,53,SW,19 10,30 16,1018.7,0.0,2025-10-02
2:00 pm,16.9,12.3,57,WSW,22 12,39 21,1018.4,0.0,2025-10-02
1:30 pm,16.3,11.7,52,WSW,20 11,39 21,1018.3,0.0,2025-10-02
1:00 pm,16.0,11.0,59,WSW,24 13,37 20,1018.2,0.0,2025-10-02
12:30 pm,15.8,11.1,58,WSW,22 12,39 21,1018.2,0.0,2025-10-02
12:00 pm,15.8,10.4,54,WSW,24 13,37 20,1018.0,0.0,2025-10-02
11:30 am,15.7,11.5,61,WSW,20 11,41 22,1018.1,0.0,2025-10-02
11:00 am,15.4,10.9,57,SW,20 11,39 21,1017.9,0.0,2025-10-02
10:30 am,15.6,11.3,60,WSW,20 11,35 19,1017.8,0.0,2025-10-02
10:00 am,14.7,9.2,56,WSW,24 13,39 21,1017.5,0.0,2025-10-02
9:30 am,14.5,9.0,57,WSW,24 13,41 22,1017.3,0.0,2025-10-02
9:00 am,13.8,7.9,58,SW,26 14,43 23,1017.0,3.6,2025-10-02
8:30 am,13.5,8.5,62,SW,22 12,39 21,1016.6,3.6,2025-10-02
8:00 am,12.9,7.4,62,SW,24 13,43 23,1015.7,3.6,2025-10-02
7:30 am,12.1,7.5,68,SW,20 11,37 20,1015.0,3.6,2025-10-02
7:00 am,11.8,6.8,69,SW,22 12,37 20,1014.7,3.6,2025-10-02
6:30 am,11.5,5.7,71,SW,26 14,41 22,1014.1,3.6,2025-10-02
6:00 am,10.7,6.5,85,WSW,20 11,41 22,1013.7,3.6,2025-10-02
5:30 am,11.3,7.3,82,W,19 10,30 16,1012.8,2.8,2025-10-02
5:00 am,11.0,7.0,83,WSW,19 10,37 20,1012.7,2.8,2025-10-02
4:30 am,10.9,7.4,86,W,17 9,46 25,1012.3,2.8,2025-10-02
4:00 am,10.7,6.1,84,WSW,22 12,41 22,1012.3,2.8,2025-10-02
3:30 am,11.4,6.5,75,W,22 12,41 22,1011.8,2.6,2025-10-02
3:00 am,10.6,5.2,85,WSW,26 14,44 24,1011.8,2.6,2025-10-02
2:51 am,11.1,5.1,77,W,28 15,57 31,1011.8,2.4,2025-10-02
2:30 am,11.9,6.8,68,W,22 12,35 19,1011.6,2.4,2025-10-02
2:00 am,11.8,7.2,69,W,20 11,35 19,1011.9,2.4,2025-10-02
1:30 am,12.0,6.3,71,W,26 14,43 23,1011.8,2.4,2025-10-02
1:00 am,11.8,8.3,73,W,15 8,26 14,1012.1,2.4,2025-10-02
12:30 am,11.4,6.8,73,W,20 11,35 19,1012.2,2.4,2025-10-02
12:00 am,11.9,7.8,77,WSW,19 10,35 19,1012.2,2.4,2025-10-02
