Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,13.5,9.3,67,SW,19 10,26 14,1029.4,0.0,2025-03-06
6:00 am,13.6,9.4,67,SW,19 10,28 15,1029.0,0.0,2025-03-06
5:30 am,13.6,9.9,68,SSW,17 9,28 15,1028.8,0.0,2025-03-06
5:00 am,13.6,9.3,68,SW,20 11,30 16,1028.7,0.0,2025-03-06
4:30 am,13.5,8.8,68,SW,22 12,30 16,1028.5,0.0,2025-03-06
4:00 am,13.6,9.3,69,SW,20 11,32 17,1028.5,0.0,2025-03-06
3:30 am,13.6,9.6,70,SW,19 10,26 14,1028.6,0.0,2025-03-06
3:00 am,13.6,9.4,71,SW,20 11,30 16,1028.5,0.0,2025-03-06
2:30 am,13.6,10.1,73,SSW,17 9,24 13,1028.6,0.0,2025-03-06
2:00 am,13.6,10.1,73,SW,17 9,24 13,1028.5,0.0,2025-03-06
1:30 am,13.6,9.6,74,SW,20 11,28 15,1028.4,0.0,2025-03-06
1:00 am,13.6,9.9,76,SW,19 10,35 19,1028.3,0.0,2025-03-06
12:30 am,13.6,9.9,80,SSW,20 11,30 16,1028.1,0.0,2025-03-06
12:00 am,13.4,9.9,84,SSW,20 11,32 17,1028.0,0.0,2025-03-06
