Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,11.2,6.9,66,W,17 9,–,1016.8,0.0,2023-05-19
11:00 pm,11.1,7.3,71,W,15 8,–,1017.1,0.0,2023-05-19
10:30 pm,11.1,8.8,87,WNW,11 6,–,1017.2,0.0,2023-05-19
10:00 pm,11.3,8.7,88,WNW,13 7,–,1017.4,0.0,2023-05-19
9:30 pm,11.6,8.9,83,WNW,13 7,–,1017.4,0.0,2023-05-19
9:00 pm,12.4,11.3,85,NW,6 3,–,1017.3,0.0,2023-05-19
8:30 pm,12.8,11.7,75,SW,4 2,–,1017.1,0.0,2023-05-19
8:00 pm,13.7,12.0,67,SSW,6 3,–,1016.9,0.0,2023-05-19
7:30 pm,13.6,11.9,66,S,6 3,–,1016.6,0.0,2023-05-19
7:00 pm,13.9,12.1,64,SSW,6 3,–,1016.2,0.0,2023-05-19
6:30 pm,13.9,12.5,64,S,4 2,–,1016.1,0.0,2023-05-19
