Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
4:00 pm,29.4,25.5,25,SSE,17 9,30 16,1015.0,0.0,2024-12-28
3:30 pm,30.0,26.7,28,SSE,17 9,28 15,1015.3,0.0,2024-12-28
3:00 pm,29.4,25.4,28,SSE,20 11,33 18,1015.5,0.0,2024-12-28
2:30 pm,30.3,27.3,27,SSE,15 8,24 13,1015.7,0.0,2024-12-28
2:00 pm,31.1,28.2,29,SSE,17 9,26 14,1015.9,0.0,2024-12-28
1:30 pm,30.9,28.1,30,SSE,17 9,26 14,1016.2,0.0,2024-12-28
1:00 pm,30.9,28.0,27,SSE,15 8,22 12,1016.5,0.0,2024-12-28
12:30 pm,30.5,27.3,28,SSE,17 9,28 15,1016.9,0.0,2024-12-28
12:00 pm,30.3,28.5,30,S,11 6,22 12,1017.4,0.0,2024-12-28
11:30 am,29.6,28.2,29,S,7 4,13 7,1017.7,0.0,2024-12-28
11:00 am,28.8,27.7,32,SSE,7 4,17 9,1018.1,0.0,2024-12-28
10:30 am,27.8,26.8,35,S,7 4,13 7,1018.5,0.0,2024-12-28
10:00 am,27.1,26.2,37,ESE,7 4,11 6,1018.8,0.0,2024-12-28
9:30 am,26.4,25.7,41,E,7 4,11 6,1019.0,0.0,2024-12-28
9:00 am,24.8,24.1,45,E,7 4,13 7,1019.2,0.0,2024-12-28
8:30 am,23.5,22.8,48,ESE,7 4,13 7,1019.5,0.0,2024-12-28
8:00 am,22.5,21.5,52,E,9 5,13 7,1019.5,0.0,2024-12-28
7:30 am,20.9,19.4,56,ENE,11 6,24 13,1019.4,0.0,2024-12-28
7:00 am,19.5,19.9,64,SSE,2 1,9 5,1019.4,0.0,2024-12-28
6:30 am,17.1,17.8,73,CALM,0 0,0 0,1019.3,0.0,2024-12-28
6:00 am,14.1,14.6,85,CALM,0 0,0 0,1019.2,0.0,2024-12-28
5:30 am,13.9,14.3,85,CALM,0 0,0 0,1019.0,0.0,2024-12-28
5:00 am,14.5,15.0,82,CALM,0 0,6 3,1018.9,0.0,2024-12-28
4:30 am,15.3,14.8,80,SSE,6 3,7 4,1018.7,0.0,2024-12-28
4:00 am,15.5,15.8,80,SSE,2 1,7 4,1018.5,0.0,2024-12-28
3:30 am,16.0,15.8,82,SSE,6 3,9 5,1018.5,0.0,2024-12-28
3:00 am,16.2,15.9,83,SSE,7 4,13 7,1018.6,0.0,2024-12-28
2:30 am,16.6,15.9,81,SSE,9 5,13 7,1018.8,0.0,2024-12-28
2:00 am,17.0,16.5,82,SSE,9 5,11 6,1018.9,0.0,2024-12-28
1:30 am,17.3,17.0,83,SSE,9 5,13 7,1019.1,0.0,2024-12-28
1:00 am,17.0,17.2,83,SSE,6 3,9 5,1019.2,0.0,2024-12-28
12:30 am,17.0,17.9,82,SSE,2 1,7 4,1019.3,0.0,2024-12-28
12:00 am,17.8,17.8,80,SSE,7 4,11 6,1019.5,0.0,2024-12-28
