Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:00 pm,15.4,13.9,63,S,6 3,11 6,1030.8,0.0,2025-05-01
5:30 pm,16.1,14.1,62,S,9 5,17 9,1030.6,0.0,2025-05-01
5:00 pm,17.4,14.6,44,SSE,9 5,20 11,1030.4,0.0,2025-05-01
4:30 pm,18.1,15.3,42,SE,9 5,19 10,1030.3,0.0,2025-05-01
4:00 pm,18.5,15.6,40,SE,9 5,22 12,1030.3,0.0,2025-05-01
3:30 pm,18.5,14.9,41,SSE,13 7,22 12,1030.4,0.0,2025-05-01
3:00 pm,18.5,14.8,40,SE,13 7,22 12,1030.4,0.0,2025-05-01
2:30 pm,18.7,16.1,43,SSE,9 5,19 10,1030.5,0.0,2025-05-01
2:00 pm,18.7,15.2,42,SSE,13 7,22 12,1030.7,0.0,2025-05-01
1:30 pm,18.5,16.0,46,SE,9 5,20 11,1030.9,0.0,2025-05-01
1:00 pm,18.0,16.1,47,NNE,6 3,17 9,1031.3,0.0,2025-05-01
12:30 pm,17.1,14.5,49,S,9 5,19 10,1032.0,0.0,2025-05-01
12:00 pm,16.8,14.9,55,SSW,7 4,17 9,1032.5,0.0,2025-05-01
11:30 am,16.7,14.9,57,SSE,7 4,17 9,1032.8,0.0,2025-05-01
11:00 am,15.9,13.3,59,S,11 6,17 9,1032.9,0.0,2025-05-01
10:30 am,15.6,13.5,61,SE,9 5,19 10,1032.8,0.0,2025-05-01
10:00 am,15.2,13.1,64,ESE,9 5,15 8,1032.7,0.0,2025-05-01
9:30 am,13.9,12.8,69,N,4 2,9 5,1032.9,0.0,2025-05-01
9:00 am,12.5,10.9,73,NE,6 3,9 5,1033.0,0.0,2025-05-01
8:30 am,11.2,10.0,82,NNE,4 2,7 4,1032.8,0.0,2025-05-01
8:00 am,9.3,8.6,95,E,2 1,7 4,1032.7,0.0,2025-05-01
7:30 am,8.1,7.7,100,CALM,0 0,0 0,1032.4,0.0,2025-05-01
7:00 am,7.7,7.2,100,CALM,0 0,0 0,1032.2,0.0,2025-05-01
6:30 am,7.6,7.0,100,CALM,0 0,0 0,1031.9,0.0,2025-05-01
6:00 am,7.8,7.3,99,CALM,0 0,0 0,1031.7,0.0,2025-05-01
5:30 am,8.0,7.4,97,CALM,0 0,0 0,1031.6,0.0,2025-05-01
5:00 am,8.0,7.3,94,CALM,0 0,0 0,1031.4,0.0,2025-05-01
4:30 am,8.1,7.3,91,CALM,0 0,0 0,1031.2,0.0,2025-05-01
4:00 am,8.4,7.6,89,CALM,0 0,0 0,1030.9,0.0,2025-05-01
3:30 am,8.5,7.7,86,CALM,0 0,0 0,1030.9,0.0,2025-05-01
3:00 am,9.1,8.2,81,CALM,0 0,0 0,1030.9,0.0,2025-05-01
2:30 am,9.4,8.6,81,CALM,0 0,0 0,1031.0,0.0,2025-05-01
2:00 am,9.8,8.2,80,SE,4 2,7 4,1031.1,0.0,2025-05-01
1:30 am,9.9,9.1,79,CALM,0 0,4 2,1031.1,0.0,2025-05-01
1:00 am,10.7,9.2,76,SE,4 2,11 6,1030.9,0.0,2025-05-01
12:30 am,11.1,9.6,74,ESE,4 2,11 6,1030.9,0.0,2025-05-01
12:00 am,11.4,10.0,75,SE,4 2,11 6,1030.9,0.0,2025-05-01
