Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,10.8,6.2,70,W,19 10,–,1003.5,0.6,2025-06-09
11:00 pm,10.7,6.1,71,W,19 10,–,1003.2,0.6,2025-06-09
10:30 pm,10.7,6.1,71,W,19 10,–,1003.3,0.6,2025-06-09
10:00 pm,10.9,5.7,70,W,22 12,–,1003.3,0.6,2025-06-09
9:30 pm,11.4,5.4,67,W,26 14,–,1003.1,0.6,2025-06-09
9:00 pm,11.4,6.5,66,W,20 11,–,1003.0,0.6,2025-06-09
8:30 pm,11.3,8.1,66,WNW,11 6,–,1002.7,0.6,2025-06-09
8:00 pm,11.0,7.4,67,WNW,13 7,–,1002.5,0.6,2025-06-09
7:30 pm,10.9,6.5,67,W,17 9,–,1002.4,0.6,2025-06-09
7:00 pm,11.1,5.9,68,W,22 12,–,1002.2,0.6,2025-06-09
6:30 pm,11.3,6.5,67,W,20 11,–,1001.8,0.6,2025-06-09
