Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,14.2,12.8,80,S,9 5,15 8,1019.8,0.0,2025-04-26
11:00 pm,13.9,13.1,86,S,7 4,11 6,1019.9,0.0,2025-04-26
10:30 pm,14.2,13.1,87,SSW,9 5,13 7,1020.0,0.0,2025-04-26
10:00 pm,14.3,13.6,86,SSW,7 4,13 7,1019.9,0.0,2025-04-26
9:30 pm,14.8,13.7,84,SSW,9 5,15 8,1019.8,0.0,2025-04-26
9:00 pm,15.1,14.1,84,S,9 5,17 9,1019.7,0.0,2025-04-26
8:30 pm,15.4,14.5,83,SSW,9 5,15 8,1019.4,0.0,2025-04-26
8:00 pm,15.5,13.8,82,S,13 7,20 11,1019.2,0.0,2025-04-26
7:30 pm,15.8,14.5,80,S,11 6,19 10,1018.9,0.0,2025-04-26
7:00 pm,16.0,14.6,78,S,11 6,17 9,1018.5,0.0,2025-04-26
6:30 pm,16.5,15.2,77,S,11 6,24 13,1018.1,0.0,2025-04-26
6:00 pm,17.2,15.5,73,S,13 7,22 12,1017.7,0.0,2025-04-26
5:30 pm,18.1,16.7,69,SSE,11 6,22 12,1017.2,0.0,2025-04-26
5:00 pm,19.3,17.6,65,SSE,13 7,20 11,1016.8,0.0,2025-04-26
4:30 pm,20.3,17.6,58,SSW,17 9,24 13,1016.6,0.0,2025-04-26
4:00 pm,21.4,19.2,55,S,15 8,22 12,1016.4,0.0,2025-04-26
3:30 pm,21.6,19.2,57,SW,17 9,28 15,1016.3,0.0,2025-04-26
3:00 pm,21.2,18.5,61,SW,20 11,32 17,1016.2,0.0,2025-04-26
2:30 pm,22.0,19.5,58,SW,19 10,28 15,1016.1,0.0,2025-04-26
2:00 pm,21.8,19.4,52,S,15 8,26 14,1016.0,0.0,2025-04-26
1:30 pm,22.2,19.9,51,S,15 8,26 14,1015.9,0.0,2025-04-26
1:00 pm,22.0,19.6,60,WSW,19 10,32 17,1016.1,0.0,2025-04-26
12:30 pm,22.8,20.9,54,SW,15 8,24 13,1016.4,0.0,2025-04-26
12:00 pm,22.7,21.6,55,SW,11 6,24 13,1016.8,0.0,2025-04-26
11:30 am,22.8,21.7,50,SSW,9 5,17 9,1017.2,0.0,2025-04-26
11:00 am,21.5,19.4,52,S,13 7,20 11,1017.5,0.0,2025-04-26
10:30 am,21.1,19.9,59,SE,11 6,20 11,1017.6,0.0,2025-04-26
10:00 am,19.5,18.4,67,SSW,11 6,19 10,1017.7,0.0,2025-04-26
9:30 am,19.0,18.1,72,S,11 6,24 13,1017.8,0.0,2025-04-26
9:00 am,18.4,17.6,75,S,11 6,19 10,1017.6,0.6,2025-04-26
8:30 am,17.8,17.6,77,SSW,7 4,13 7,1017.3,0.6,2025-04-26
8:00 am,17.1,18.4,82,CALM,0 0,0 0,1017.1,0.6,2025-04-26
7:30 am,14.4,15.3,90,CALM,0 0,0 0,1017.0,0.6,2025-04-26
7:00 am,14.4,14.5,89,SW,4 2,7 4,1016.6,0.6,2025-04-26
6:30 am,15.1,14.8,86,SSW,6 3,9 5,1016.3,0.6,2025-04-26
6:00 am,14.2,14.2,89,SSW,4 2,9 5,1016.1,0.6,2025-04-26
5:30 am,15.1,14.6,86,SSW,7 4,11 6,1015.8,0.6,2025-04-26
5:00 am,15.6,15.2,84,SSW,7 4,11 6,1015.5,0.6,2025-04-26
4:30 am,15.7,14.6,78,SSW,9 5,17 9,1014.9,0.6,2025-04-26
4:00 am,15.2,14.4,79,SSW,7 4,11 6,1014.5,0.6,2025-04-26
3:30 am,14.9,13.8,83,SSW,9 5,15 8,1014.5,0.6,2025-04-26
3:00 am,12.2,12.2,86,CALM,0 0,0 0,1014.4,0.6,2025-04-26
2:30 am,12.4,11.4,87,W,6 3,9 5,1014.4,0.6,2025-04-26
2:00 am,12.6,12.7,85,CALM,0 0,0 0,1014.5,0.6,2025-04-26
1:30 am,13.2,13.3,81,CALM,0 0,0 0,1014.5,0.6,2025-04-26
1:00 am,13.5,12.8,80,SSE,4 2,9 5,1014.2,0.6,2025-04-26
12:30 am,13.7,13.6,82,ESE,2 1,7 4,1014.4,0.6,2025-04-26
12:00 am,15.3,14.4,73,SE,6 3,9 5,1014.5,0.6,2025-04-26
