Time (AWST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.5,10.7,62,SE,4 2,7 4,1026.2,0.0,2025-04-24
11:00 pm,13.4,11.3,59,SE,6 3,9 5,1026.2,0.0,2025-04-24
10:30 pm,14.4,12.1,55,SE,7 4,13 7,1025.9,0.0,2025-04-24
10:00 pm,14.7,12.4,54,SE,7 4,11 6,1025.6,0.0,2025-04-24
9:30 pm,15.4,12.6,51,SE,9 5,13 7,1025.4,0.0,2025-04-24
9:00 pm,15.8,12.7,50,SSE,11 6,20 11,1025.2,0.0,2025-04-24
8:30 pm,16.1,13.4,50,SSE,9 5,17 9,1025.1,0.0,2025-04-24
8:00 pm,16.3,14.0,49,SSE,7 4,13 7,1025.0,0.0,2025-04-24
7:30 pm,16.9,14.5,46,SSE,7 4,11 6,1024.8,0.0,2025-04-24
7:00 pm,17.6,14.8,44,SE,9 5,17 9,1024.5,0.0,2025-04-24
6:30 pm,17.3,15.2,47,SSE,6 3,9 5,1024.2,0.0,2025-04-24
6:00 pm,18.3,16.0,44,SE,7 4,13 7,1023.7,0.0,2025-04-24
5:30 pm,19.1,16.2,39,SSE,9 5,17 9,1023.3,0.0,2025-04-24
5:00 pm,19.6,16.5,40,SSE,11 6,24 13,1023.0,0.0,2025-04-24
4:30 pm,20.3,17.7,40,SE,9 5,19 10,1022.8,0.0,2025-04-24
4:00 pm,20.4,17.0,39,SSE,13 7,28 15,1022.4,0.0,2025-04-24
3:30 pm,20.2,16.1,40,SSE,17 9,24 13,1022.3,0.0,2025-04-24
3:00 pm,20.8,17.5,44,SSE,15 8,24 13,1022.1,0.0,2025-04-24
2:30 pm,19.9,16.0,43,SSE,17 9,32 17,1022.0,0.0,2025-04-24
2:00 pm,20.0,17.1,46,SSE,13 7,20 11,1021.8,0.0,2025-04-24
1:30 pm,20.5,17.5,49,S,15 8,24 13,1021.8,0.0,2025-04-24
1:00 pm,19.9,17.4,52,SSE,13 7,17 9,1021.8,0.0,2025-04-24
12:30 pm,20.0,17.9,57,S,13 7,20 11,1022.3,0.0,2025-04-24
12:00 pm,18.9,16.2,58,S,15 8,26 14,1022.5,0.0,2025-04-24
11:30 am,18.6,15.7,61,S,17 9,28 15,1022.6,0.0,2025-04-24
11:00 am,18.6,16.4,61,S,13 7,24 13,1022.7,0.0,2025-04-24
10:30 am,18.0,15.6,65,S,15 8,28 15,1022.8,0.0,2025-04-24
10:00 am,17.3,14.5,68,S,17 9,26 14,1022.6,0.0,2025-04-24
9:30 am,17.1,13.8,70,S,20 11,33 18,1022.4,0.0,2025-04-24
9:00 am,16.6,14.4,75,S,15 8,26 14,1022.2,2.2,2025-04-24
8:30 am,15.8,13.6,78,S,15 8,32 17,1022.1,2.2,2025-04-24
8:00 am,14.9,12.6,82,S,15 8,28 15,1021.6,2.2,2025-04-24
7:30 am,14.8,12.9,82,SSE,13 7,22 12,1020.9,2.0,2025-04-24
7:00 am,14.6,12.3,83,S,15 8,33 18,1020.3,2.0,2025-04-24
6:30 am,14.6,12.3,84,S,15 8,24 13,1019.8,2.0,2025-04-24
6:00 am,14.8,13.0,84,S,13 7,24 13,1019.3,2.0,2025-04-24
5:30 am,14.7,14.0,90,S,9 5,17 9,1018.9,2.0,2025-04-24
5:00 am,14.8,14.9,94,SW,6 3,15 8,1018.8,2.0,2025-04-24
4:30 am,14.3,14.9,93,SW,2 1,6 3,1018.4,1.8,2025-04-24
