Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,19.4,15.1,47,W,20 11,32 17,1010.5,0.0,2023-09-19
5:00 pm,20.0,15.5,43,W,20 11,35 19,1010.4,0.0,2023-09-19
4:30 pm,20.3,14.6,41,W,26 14,37 20,1010.4,0.0,2023-09-19
4:00 pm,20.9,16.6,41,W,19 10,30 16,1010.4,0.0,2023-09-19
3:30 pm,20.8,16.3,38,WNW,19 10,37 20,1010.5,0.0,2023-09-19
3:00 pm,20.8,15.6,37,WNW,22 12,35 19,1010.7,0.0,2023-09-19
2:30 pm,20.4,15.5,37,W,20 11,35 19,1010.9,0.0,2023-09-19
2:00 pm,20.6,16.0,40,NW,20 11,30 16,1011.1,0.0,2023-09-19
1:30 pm,20.9,16.8,39,WNW,17 9,30 16,1011.4,0.0,2023-09-19
1:00 pm,20.7,16.5,42,WNW,19 10,28 15,1011.6,0.0,2023-09-19
12:30 pm,20.5,16.8,49,WNW,19 10,30 16,1011.8,0.0,2023-09-19
12:00 pm,20.6,16.7,42,NW,17 9,28 15,1011.8,0.0,2023-09-19
11:30 am,20.1,17.1,54,NW,17 9,26 14,1012.0,0.0,2023-09-19
11:00 am,19.1,16.3,55,NNW,15 8,28 15,1012.3,0.0,2023-09-19
10:30 am,18.1,16.2,66,N,13 7,19 10,1012.5,0.0,2023-09-19
10:00 am,18.0,17.0,74,NNW,11 6,17 9,1012.7,0.0,2023-09-19
9:51 am,17.3,15.4,70,N,13 7,19 10,1012.8,0.0,2023-09-19
9:30 am,16.9,16.1,77,NNW,9 5,17 9,1013.0,0.0,2023-09-19
9:00 am,16.8,16.4,79,NNW,7 4,15 8,1013.1,0.0,2023-09-19
8:30 am,15.8,15.4,84,NNW,7 4,15 8,1013.3,0.0,2023-09-19
8:08 am,15.4,15.2,85,NNW,6 3,9 5,1013.2,0.0,2023-09-19
8:00 am,15.7,16.0,87,NNW,4 2,11 6,1013.1,0.0,2023-09-19
7:30 am,14.6,14.2,91,NNE,7 4,11 6,1012.9,0.0,2023-09-19
7:00 am,14.1,15.1,94,CALM,0 0,6 3,1012.7,0.0,2023-09-19
6:36 am,13.7,14.3,96,N,2 1,6 3,1012.1,0.0,2023-09-19
6:30 am,13.6,13.8,96,N,4 2,7 4,1012.2,0.0,2023-09-19
6:12 am,13.7,13.5,96,NNE,6 3,9 5,1011.8,0.0,2023-09-19
6:00 am,13.7,14.2,95,NNE,2 1,6 3,1011.8,0.0,2023-09-19
5:30 am,13.9,13.2,96,NE,9 5,11 6,1011.5,0.0,2023-09-19
5:00 am,14.0,15.2,98,CALM,0 0,0 0,1011.6,0.0,2023-09-19
4:59 am,14.0,15.2,98,CALM,0 0,0 0,1011.6,0.0,2023-09-19
4:30 am,13.5,14.5,98,CALM,0 0,0 0,1011.7,0.0,2023-09-19
4:00 am,13.3,13.1,98,NW,6 3,11 6,1011.8,0.0,2023-09-19
3:53 am,13.3,12.8,97,NW,7 4,11 6,1012.1,0.0,2023-09-19
3:44 am,13.3,12.8,96,WNW,7 4,13 7,1011.9,0.0,2023-09-19
3:30 am,13.0,12.5,94,NNW,6 3,11 6,1011.4,0.0,2023-09-19
3:00 am,13.4,12.9,92,N,6 3,11 6,1011.2,0.0,2023-09-19
2:30 am,13.8,12.8,90,N,9 5,17 9,1011.3,0.0,2023-09-19
2:00 am,14.4,12.8,90,NNE,13 7,20 11,1011.2,0.0,2023-09-19
1:30 am,14.5,13.0,91,NE,13 7,19 10,1011.9,0.0,2023-09-19
1:00 am,14.9,13.8,89,NNE,11 6,15 8,1012.6,0.0,2023-09-19
12:30 am,15.0,13.9,89,NNW,11 6,20 11,1013.3,0.0,2023-09-19
12:00 am,15.5,15.0,83,W,7 4,11 6,1013.4,0.0,2023-09-19
