Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 am,8.9,4.9,86,N,17 9,28 15,1005.1,0.2,2025-07-09
5:00 am,9.0,5.8,87,N,13 7,24 13,1005.4,0.2,2025-07-09
4:30 am,9.1,6.0,87,N,13 7,20 11,1005.9,0.2,2025-07-09
4:00 am,9.2,6.0,86,N,13 7,20 11,1006.3,0.2,2025-07-09
3:30 am,9.1,5.9,86,N,13 7,20 11,1006.7,0.2,2025-07-09
3:00 am,9.2,6.0,86,NNE,13 7,20 11,1007.2,0.2,2025-07-09
2:30 am,9.3,6.2,87,N,13 7,20 11,1007.8,0.2,2025-07-09
2:00 am,9.4,6.4,88,N,13 7,20 11,1008.0,0.2,2025-07-09
1:30 am,9.2,6.5,88,N,11 6,17 9,1008.2,0.2,2025-07-09
1:00 am,9.8,7.1,84,N,11 6,19 10,1008.5,0.2,2025-07-09
12:30 am,10.9,7.8,79,NW,13 7,17 9,1008.8,0.2,2025-07-09
12:00 am,10.5,8.3,83,NNW,9 5,15 8,1009.1,0.2,2025-07-09
