Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,20.6,19.0,44,SE,6 3,7 4,1009.0,0.0,2025-01-04
6:00 am,20.8,18.9,40,SSW,6 3,9 5,1008.7,0.0,2025-01-04
5:30 am,22.8,20.8,30,NNE,4 2,11 6,1008.0,0.0,2025-01-04
5:00 am,24.5,22.0,28,NNE,7 4,15 8,1007.9,0.0,2025-01-04
4:30 am,24.7,21.4,27,NNE,11 6,15 8,1007.8,0.0,2025-01-04
4:00 am,23.9,21.0,29,NE,9 5,15 8,1007.8,0.0,2025-01-04
3:30 am,22.9,20.5,32,NE,7 4,11 6,1008.2,0.0,2025-01-04
3:00 am,19.7,19.0,43,CALM,0 0,7 4,1008.8,0.0,2025-01-04
2:30 am,19.5,18.7,43,CALM,0 0,6 3,1009.2,0.0,2025-01-04
2:00 am,20.1,19.3,41,CALM,0 0,0 0,1009.9,0.0,2025-01-04
1:30 am,20.7,19.9,40,CALM,0 0,0 0,1010.1,0.0,2025-01-04
1:00 am,21.2,20.4,39,CALM,0 0,0 0,1010.4,0.0,2025-01-04
12:30 am,22.5,21.7,36,CALM,0 0,0 0,1010.7,0.0,2025-01-04
12:00 am,23.9,22.0,33,E,6 3,7 4,1010.8,0.0,2025-01-04
