Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,12.1,9.0,80,WNW,15 8,–,1026.0,0.0,2024-09-13
11:00 pm,12.3,8.9,82,WNW,17 9,–,1026.1,0.0,2024-09-13
10:30 pm,12.7,10.0,86,WNW,15 8,–,1026.2,0.0,2024-09-13
10:00 pm,12.8,10.3,82,W,13 7,–,1026.3,0.0,2024-09-13
9:30 pm,13.1,12.0,82,WNW,6 3,–,1026.3,0.0,2024-09-13
9:00 pm,13.7,13.2,82,NNW,4 2,–,1026.4,0.0,2024-09-13
8:30 pm,14.1,12.7,71,NW,6 3,–,1026.4,0.0,2024-09-13
8:00 pm,14.2,13.5,68,SSW,2 1,–,1026.3,0.0,2024-09-13
7:30 pm,14.3,13.3,69,SE,4 2,–,1026.3,0.0,2024-09-13
7:00 pm,14.5,13.3,66,SE,4 2,–,1026.1,0.0,2024-09-13
6:30 pm,14.8,13.1,66,SE,7 4,–,1025.9,0.0,2024-09-13
