Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
7:00 am,22.8,22.8,62,N,9 5,13 7,1014.0,0.0,2025-02-02
6:30 am,22.1,22.4,68,N,9 5,11 6,1013.7,0.0,2025-02-02
6:00 am,20.1,22.9,87,CALM,0 0,6 3,1013.5,0.0,2025-02-02
5:30 am,21.0,22.8,80,NE,4 2,9 5,1013.2,0.0,2025-02-02
5:00 am,19.7,22.7,92,CALM,0 0,0 0,1012.9,0.0,2025-02-02
4:30 am,19.9,22.7,94,SE,2 1,6 3,1012.8,0.0,2025-02-02
4:00 am,20.0,23.1,92,CALM,0 0,6 3,1012.6,0.0,2025-02-02
3:30 am,19.9,22.7,89,CALM,0 0,0 0,1012.4,0.0,2025-02-02
3:00 am,20.2,23.1,89,CALM,0 0,0 0,1012.5,0.0,2025-02-02
2:30 am,20.2,23.0,87,CALM,0 0,0 0,1012.5,0.0,2025-02-02
2:00 am,20.6,23.6,87,CALM,0 0,0 0,1012.6,0.0,2025-02-02
1:30 am,20.8,23.8,86,CALM,0 0,0 0,1012.8,0.0,2025-02-02
1:00 am,21.2,24.2,84,CALM,0 0,0 0,1013.1,0.0,2025-02-02
12:30 am,21.8,24.7,80,CALM,0 0,0 0,1013.2,0.0,2025-02-02
12:00 am,22.2,25.2,79,CALM,0 0,0 0,1013.3,0.0,2025-02-02
