Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
6:30 am,22.4,21.8,38,CALM,0 0,0 0,1009.2,0.0,2025-02-02
6:00 am,22.4,21.7,37,CALM,0 0,6 3,1009.1,0.0,2025-02-02
5:30 am,23.5,22.5,35,WNW,2 1,6 3,1008.7,0.0,2025-02-02
5:00 am,25.0,23.4,27,NW,2 1,7 4,1008.5,0.0,2025-02-02
4:30 am,28.2,25.1,21,ESE,9 5,13 7,1008.1,0.0,2025-02-02
4:00 am,28.8,25.3,20,ESE,11 6,17 9,1008.0,0.0,2025-02-02
3:30 am,28.9,24.7,17,ESE,13 7,20 11,1008.3,0.0,2025-02-02
3:00 am,28.5,23.0,16,ESE,19 10,26 14,1008.3,0.0,2025-02-02
2:30 am,28.0,23.7,17,ESE,13 7,20 11,1008.6,0.0,2025-02-02
2:00 am,28.8,23.5,15,ESE,17 9,28 15,1008.9,0.0,2025-02-02
1:30 am,28.6,23.6,14,ESE,15 8,20 11,1009.0,0.0,2025-02-02
1:00 am,28.9,23.3,15,ESE,19 10,26 14,1009.4,0.0,2025-02-02
12:30 am,28.8,23.3,18,ESE,20 11,32 17,1009.6,0.0,2025-02-02
12:00 am,28.9,23.8,19,ESE,19 10,28 15,1009.9,0.0,2025-02-02
