Time (ACST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
5:30 pm,12.8,10.9,77,SSW,9 5,15 8,1019.9,0.0,2023-08-14
5:00 pm,13.6,11.7,73,SW,9 5,15 8,1019.7,0.0,2023-08-14
4:30 pm,14.2,11.8,69,SW,11 6,19 10,1019.5,0.0,2023-08-14
4:00 pm,14.7,12.1,70,SW,13 7,19 10,1019.3,0.0,2023-08-14
3:30 pm,14.7,12.3,67,SW,11 6,19 10,1019.3,0.0,2023-08-14
3:00 pm,15.1,12.9,69,SW,11 6,20 11,1019.2,0.0,2023-08-14
2:30 pm,14.6,11.9,69,W,13 7,19 10,1019.4,0.0,2023-08-14
2:00 pm,14.6,11.9,68,WSW,13 7,19 10,1019.1,0.0,2023-08-14
1:30 pm,14.5,12.2,69,SW,11 6,17 9,1019.1,0.0,2023-08-14
1:00 pm,15.7,13.7,63,WSW,9 5,17 9,1019.2,0.0,2023-08-14
12:30 pm,15.2,12.9,67,WSW,11 6,17 9,1019.5,0.0,2023-08-14
12:00 pm,15.6,14.3,69,WNW,7 4,11 6,1020.0,0.0,2023-08-14
11:30 am,14.1,11.9,73,W,11 6,17 9,1020.2,0.0,2023-08-14
11:00 am,13.9,12.1,68,WSW,7 4,11 6,1020.4,0.0,2023-08-14
10:30 am,14.1,12.4,68,S,7 4,9 5,1020.2,0.0,2023-08-14
10:00 am,15.4,13.9,64,NW,6 3,7 4,1020.1,0.0,2023-08-14
9:30 am,14.3,13.2,68,WNW,4 2,7 4,1020.1,0.0,2023-08-14
9:00 am,13.7,13.5,73,CALM,0 0,6 3,1019.9,0.0,2023-08-14
8:30 am,11.1,11.2,94,CALM,0 0,0 0,1019.8,0.0,2023-08-14
8:00 am,8.6,8.3,99,CALM,0 0,0 0,1019.8,0.0,2023-08-14
7:30 am,6.9,5.4,98,ENE,4 2,7 4,1019.3,0.0,2023-08-14
7:00 am,7.0,6.2,97,CALM,0 0,0 0,1019.1,0.0,2023-08-14
6:30 am,7.2,6.3,93,CALM,0 0,0 0,1018.9,0.0,2023-08-14
6:00 am,8.6,6.9,97,NE,7 4,11 6,1018.5,0.0,2023-08-14
5:30 am,7.3,6.5,96,CALM,0 0,0 0,1018.5,0.0,2023-08-14
5:00 am,8.4,7.9,96,CALM,0 0,0 0,1018.4,0.0,2023-08-14
4:30 am,8.2,7.7,97,CALM,0 0,0 0,1018.5,0.0,2023-08-14
4:00 am,8.0,6.7,98,SSE,4 2,6 3,1018.4,0.0,2023-08-14
3:30 am,8.1,7.5,96,CALM,0 0,0 0,1018.3,0.0,2023-08-14
3:00 am,8.8,8.3,95,CALM,0 0,0 0,1018.0,0.0,2023-08-14
2:30 am,9.2,8.5,95,SE,2 1,6 3,1018.2,0.0,2023-08-14
2:00 am,9.1,8.8,96,CALM,0 0,0 0,1018.7,0.0,2023-08-14
1:30 am,9.1,8.8,96,CALM,0 0,0 0,1019.0,0.0,2023-08-14
1:00 am,8.7,8.2,95,CALM,0 0,0 0,1018.9,0.0,2023-08-14
12:30 am,9.3,8.9,93,CALM,0 0,0 0,1018.7,0.0,2023-08-14
12:00 am,9.5,9.1,93,CALM,0 0,0 0,1019.1,0.0,2023-08-14
