Time (AEDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:59 pm,13.7,14.8,99,CALM,0 0,0 0,1006.9,8.0,2023-12-25
11:30 pm,14.1,15.0,99,SE,2 1,7 4,1007.0,8.0,2023-12-25
11:00 pm,14.4,14.4,98,SE,7 4,9 5,1006.9,8.0,2023-12-25
10:30 pm,14.8,14.6,99,ESE,9 5,11 6,1007.0,8.0,2023-12-25
10:00 pm,14.2,14.0,96,SSE,7 4,9 5,1006.4,8.0,2023-12-25
9:30 pm,14.6,14.4,90,SSE,6 3,9 5,1006.2,8.0,2023-12-25
9:00 pm,15.9,15.4,82,ESE,7 4,11 6,1005.2,8.0,2023-12-25
8:30 pm,16.7,16.1,81,ESE,9 5,15 8,1004.8,8.0,2023-12-25
8:00 pm,17.9,18.1,81,SE,7 4,11 6,1004.6,8.0,2023-12-25
7:30 pm,17.7,17.7,86,ESE,9 5,15 8,1004.0,8.0,2023-12-25
7:00 pm,17.2,15.5,86,W,17 9,28 15,1004.1,8.0,2023-12-25
6:57 pm,17.0,14.8,87,NW,20 11,37 20,1004.5,7.8,2023-12-25
6:47 pm,17.7,14.2,81,E,26 14,39 21,1003.5,7.6,2023-12-25
6:30 pm,17.1,14.6,88,ESE,22 12,32 17,1002.9,7.6,2023-12-25
6:05 pm,16.4,11.2,89,ESE,35 19,48 26,1002.7,7.6,2023-12-25
6:01 pm,16.5,11.9,89,SE,32 17,48 26,1001.6,7.6,2023-12-25
6:00 pm,16.5,12.3,89,SE,30 16,48 26,1001.4,7.6,2023-12-25
5:57 pm,16.4,13.8,90,SE,22 12,44 24,1001.2,7.4,2023-12-25
5:30 pm,17.5,15.6,89,ESE,20 11,33 18,1003.2,7.2,2023-12-25
5:29 pm,17.4,15.6,89,ESE,19 10,33 18,1003.2,7.2,2023-12-25
5:15 pm,17.6,12.1,89,ESE,39 21,57 31,1003.5,7.0,2023-12-25
5:00 pm,17.7,11.9,90,E,41 22,56 30,1003.4,7.0,2023-12-25
4:59 pm,17.7,12.0,91,E,41 22,59 32,1003.4,7.0,2023-12-25
4:49 pm,17.8,11.8,92,ESE,43 23,54 29,1003.3,7.0,2023-12-25
4:31 pm,17.6,14.9,93,SE,26 14,57 31,1003.8,6.4,2023-12-25
4:30 pm,17.8,15.9,93,SSE,22 12,52 28,1003.9,6.4,2023-12-25
4:00 pm,17.2,15.9,92,E,17 9,22 12,1004.6,4.6,2023-12-25
3:30 pm,18.5,17.7,81,SSE,13 7,19 10,1004.2,0.8,2023-12-25
3:03 pm,19.8,17.0,71,ESE,22 12,33 18,1003.8,0.2,2023-12-25
3:00 pm,19.9,17.1,70,ESE,22 12,33 18,1003.9,0.2,2023-12-25
2:30 pm,20.2,16.6,69,ESE,26 14,43 23,1003.9,0.2,2023-12-25
2:00 pm,20.4,18.2,69,ESE,19 10,32 17,1004.2,0.2,2023-12-25
1:30 pm,21.1,18.4,66,E,22 12,41 22,1004.3,0.2,2023-12-25
1:00 pm,20.7,17.6,67,E,24 13,35 19,1005.0,0.0,2023-12-25
12:30 pm,21.2,17.4,67,E,28 15,39 21,1005.4,0.0,2023-12-25
12:17 pm,20.1,17.1,71,E,24 13,32 17,1005.4,0.0,2023-12-25
12:09 pm,19.7,17.6,73,ESE,19 10,30 16,1005.9,0.0,2023-12-25
12:00 pm,19.6,18.5,72,ESE,13 7,26 14,1006.1,0.0,2023-12-25
11:49 am,19.6,17.2,72,E,20 11,32 17,1005.9,0.0,2023-12-25
11:30 am,19.4,17.3,74,E,19 10,35 19,1006.2,0.0,2023-12-25
11:00 am,19.1,16.3,74,ESE,22 12,33 18,1006.1,0.0,2023-12-25
10:37 am,18.5,14.9,76,ESE,26 14,43 23,1005.7,0.0,2023-12-25
10:30 am,18.7,14.7,75,ESE,28 15,43 23,1005.4,0.0,2023-12-25
10:15 am,18.0,13.6,78,ESE,30 16,50 27,1005.3,0.0,2023-12-25
10:00 am,18.6,15.0,75,E,26 14,41 22,1006.3,0.0,2023-12-25
9:48 am,18.3,13.4,75,E,32 17,41 22,1006.1,0.0,2023-12-25
9:38 am,18.4,14.2,73,E,28 15,50 27,1006.2,0.0,2023-12-25
9:30 am,19.6,15.4,73,ESE,30 16,39 21,1006.0,0.0,2023-12-25
9:00 am,18.5,16.5,75,ESE,17 9,24 13,1006.9,1.8,2023-12-25
8:30 am,17.3,14.5,77,E,20 11,32 17,1007.5,1.8,2023-12-25
8:00 am,16.7,14.9,80,E,15 8,22 12,1007.2,1.8,2023-12-25
7:30 am,16.3,15.1,79,E,11 6,17 9,1007.8,1.8,2023-12-25
