Time (ACDT),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:48 pm,14.6,12.7,90,SW,15 8,32 17,1012.1,0.0,2023-12-25
11:37 pm,14.5,12.6,91,SW,15 8,28 15,1012.2,0.0,2023-12-25
11:33 pm,14.5,12.6,91,SW,15 8,28 15,1012.2,0.0,2023-12-25
11:30 pm,14.5,12.6,91,SSW,15 8,28 15,1012.2,0.0,2023-12-25
11:07 pm,14.5,12.1,89,SSW,17 9,28 15,1012.2,0.0,2023-12-25
11:00 pm,14.6,12.2,87,SSW,17 9,26 14,1012.2,0.0,2023-12-25
10:30 pm,15.3,12.2,79,SSW,19 10,30 16,1012.3,0.0,2023-12-25
10:00 pm,15.9,13.1,74,SSW,17 9,32 17,1012.2,0.0,2023-12-25
9:30 pm,15.9,12.5,74,SSW,20 11,33 18,1012.0,0.0,2023-12-25
9:00 pm,15.9,12.1,74,SSW,22 12,41 22,1011.7,0.0,2023-12-25
8:30 pm,16.0,13.2,74,SSW,17 9,30 16,1011.6,0.0,2023-12-25
8:00 pm,16.0,12.8,73,SSW,19 10,32 17,1011.5,0.0,2023-12-25
7:30 pm,15.9,12.5,74,SSW,20 11,35 19,1011.2,0.0,2023-12-25
7:00 pm,15.5,12.2,77,S,20 11,39 21,1011.1,0.0,2023-12-25
