Time (AEST),Temp (°C),Feels Like (°C),Humidity(%),Wind Direction,Wind Speed (km/h) (knots),Wind Gust (km/h) (knots),Pressure (hPa),Rainfall since 9 am (mm),Date
11:30 pm,7.4,2.0,70,NW,20 11,33 18,1020.4,0.0,2023-06-26
11:00 pm,7.8,2.4,68,WNW,20 11,28 15,1020.1,0.0,2023-06-26
10:30 pm,7.5,3.0,69,NW,15 8,20 11,1020.5,0.0,2023-06-26
10:00 pm,7.9,2.5,68,WNW,20 11,32 17,1019.7,0.0,2023-06-26
9:30 pm,8.0,2.7,66,NW,19 10,26 14,1019.4,0.0,2023-06-26
9:00 pm,8.1,3.2,64,W,17 9,26 14,1019.0,0.0,2023-06-26
8:30 pm,8.0,2.7,66,WNW,19 10,30 16,1018.4,0.0,2023-06-26
8:00 pm,7.7,3.3,70,N,15 8,24 13,1018.6,0.0,2023-06-26
7:30 pm,6.8,2.4,75,NNE,15 8,20 11,1018.3,0.0,2023-06-26
7:00 pm,7.2,2.6,68,NW,15 8,28 15,1018.0,0.0,2023-06-26
6:30 pm,7.9,1.0,70,WNW,28 15,35 19,1017.6,0.0,2023-06-26
